longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink
GreenFILE,8gh,160784829,Solid-liquid interface adsorption of antibiotic resistance plasmids induced by nanoplastics aggravates gene pollution in aquatic ecosystems.,"Antibiotic resistance genes (ARGs) and nanoplastics (NPs) have been identified as emerging pollutants in water environment; the interactions between antibiotic resistance plasmids (ARPs) and NPs will influence ARG transport in sediments. Herein, the adsorption experiments of a typical ARP onto polystyrene nanoplastics (PS-NPs) in river and lake sediments were conducted to elucidate the adsorption mechanisms and the effects of environmental factors. Results indicated that the adsorption amounts of PS-NPs increased with the dosages while decreased with the particle size of sediments. Multi-layer adsorption of PS-NPs was found to exist mainly in sand and silt sediments, whereas the filling adsorption dominated in the clay. Moreover, the adsorbed PS-NPs enhanced the physisorption of ARPs in sediments through stimulating the intraparticle diffusion of ARPs induced by electrostatic force. Besides, the adsorption amounts of ARPs onto the PS-NPs decreased with the increasing pH and dissolve organic matter due to the enhanced electrostatic repulsion and competitive adsorption. The ion strength played catalytic roles by increasing the electrostatic attraction and adsorption sites of ARPs on PS-NPs. The adsorbed ARPs in sediments were closely related with the ARGs in extra/intracellular DNA of biofilms, influencing the distribution and proliferation of ARGs largely. The findings indicate that ARG-associated pollution might be enhanced by the solid-liquid interface adsorption induced by NPs, which was controlled by pH, ion strength and dissolve organic matter. This study provides supplementary insights into the roles of NPs as carriers of ARP in sediments, and advances our understanding on the risks of NP-ARG co-occurring contamination in aquatic ecosystems. [Display omitted] • Nanoparticle adsorption was affected by sediment composition and particle size. • Nanoparticles enhanced ARP diffusion and affinity by electrostatic force. • PH, ion strength and the dissolved organic matter affected ARP adsorption. • Relative abundance of ARGs in biofilms was positively related to absorbed ARPs.",20230101,"Li, Zhiheng ; Wang, Mengjun ; Fang, Hong ; Yao, Zhangchao ; Liu, Huijun ; Zhao, Wenlu ; Chen, Jie",Article,Academic Journal,Jan2023:Part 1,true,Environmental Pollution,Water pollution ; Emerging contaminants ; Dissolved organic matter ; Diffusion ; Solid-liquid interfaces ; Drug resistance in bacteria,JOUR,,,0269-7491,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,316,,10.1016/j.envpol.2022.120456,,JE4,,https://research.ebsco.com/linkprocessor/plink?id=3d41065d-c19a-3661-af0c-aec36f0f9413
GreenFILE,8gh,157526405,Plastic properties affect the composition of prokaryotic and eukaryotic communities and further regulate the ARGs in their surface biofilms.,,20220920,"Guo, Xing-pan ; Chen, Yu-Ru ; Sun, Xiao-li ; Li, Cui-lan ; Hou, Li-jun ; Liu, Min ; Yang, Yi",Article,Academic Journal,Sep2022,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,839,,10.1016/j.scitotenv.2022.156362,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=c36135fd-3aee-31f8-bdbc-c1beb8726961
GreenFILE,8gh,160292507,Growth and prevalence of antibiotic-resistant bacteria in microplastic biofilm from wastewater treatment plant effluents.,,20230120,"Perveen, Shabila ; Pablos, Cristina ; Reynolds, Ken ; Stanley, Simon ; Marugán, Javier",Article,Academic Journal,Jan2023:Part 2,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,856,,10.1016/j.scitotenv.2022.159024,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=04795e6a-f386-3b15-90bf-3ba047d2c256
GreenFILE,8gh,178649942,Impact of aging of primary and secondary polystyrene nanoplastics on the transmission of antibiotic resistance genes in anaerobic digestion.,,20241015,"Haffiez, Nervana ; Kalantar, Elnaz ; Zakaria, Basem S. ; Azizi, Seyed Mohammad Mirsoleimani ; Farner, Jeffrey M. ; Dhar, Bipro Ranjan",Article,Academic Journal,Oct2024,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,947,,10.1016/j.scitotenv.2024.174213,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=6954453b-1b68-35a6-a63d-e4276a4f6c0c
GreenFILE,8gh,178022727,Accumulation of antibiotics in the environment: Have appropriate measures been taken to protect Canadian human and ecological health?,"In Canada, every day, contaminants of emerging concern (CEC) are discharged from waste treatment facilities into freshwaters. CECs such as pharmaceutical active compounds (PhACs), personal care products (PCPs), per- and polyfluoroalkyl substances (PFAS), and microplastics are legally discharged from sewage treatment plants (STPs), water reclamation plants (WRPs), hospital wastewater treatment plants (HWWTPs), or other forms of wastewater treatment facilities (WWTFs). In 2006, the Government of Canada established the Chemicals Management Plan (CMP) to classify chemicals based on a risk-priority assessment, which ranked many CECs such as PhACs as being of low urgency, therefore permitting these substances to continue being released into the environment at unmonitored rates. The problem with ranking PhACs as a low priority is that CMP's risk management assessment overlooks the long-term environmental and synergistic effects of PhAC accumulation, such as the long-term risk of antibiotic CEC accumulation in the spread of antibiotic resistance genes. The goal of this review is to specifically investigate antibiotic CEC accumulation and associated environmental risks to human and environmental health, as well as to determine whether appropriate legislative strategies are in place within Canada's governance framework. In this research, secondary data on antibiotic CEC levels in Canadian and international wastewaters, their potential to promote antibiotic-resistant residues, associated environmental short- and long-term risks, and synergistic effects were all considered. Unlike similar past reviews, this review employed an interdisciplinary approach to propose new strategies from the perspectives of science, engineering, and law. • Antibiotics as contaminants of emerging concern are increasing being released from WWTPs and give rise to ARB and ARG. • The current Canadian Chemical Management Plan (CMP) does not include routine monitoring of antibiotic CECs from wastewater. • Knowledge gaps between scientific data and policy need to be addressed. • A precautionary principle needs to be adopted to prevent antibiotic CECs from becoming long term health risks.",20240715,"Aladekoyi, Oluwatosin ; Siddiqui, Salsabil ; Hania, Patricia ; Hamza, Rania ; Gilbride, Kimberley",Article,Academic Journal,Jul2024,true,Ecotoxicology & Environmental Safety,Environmental health ; Emerging contaminants ; Sewage disposal plants ; Water reuse ; Canada ; Antibiotic residues ; Fluoroalkyl compounds,JOUR,,,0147-6513,,,,,eng,Academic Press Inc.,N.PAG,N.PAG,,280,,10.1016/j.ecoenv.2024.116513,,L0E,,https://research.ebsco.com/linkprocessor/plink?id=814d6544-f127-3809-8e72-54d6fd065916
GreenFILE,8gh,162540085,Size-dependent effects of polystyrene microplastics on gut metagenome and antibiotic resistance in C57BL/6 mice.,"Microplastic pollution is an emerging threat for marine and terrestrial ecosystems, which has raised global concerns about its implications for human health. Mounting evidence has shown that the gut microbiota plays a key role in human health and diseases. The gut bacteria could be disturbed by many environmental factors, including the microplastic particles. However, the size effect of polystyrene microplastics on mycobiome, as well as gut functional metagenome has not been well studied. In this study, we performed ITS sequencing to explore the size effect of polystyrene microplastics on the fungal composition, in combination with the shotgun metagenomics sequencing to reveal the size effects of polystyrene on the functional metagenome. We found that polystyrene microplastic particles with 0.05–0.1 µm diameter showed greater impact on the bacterial and fungal composition of gut microbiota as well as the metabolic pathways than the polystyrene microplastic particles with 9–10 µm diameter. Our results suggested that size-depended effects should not be ignored in the health risk assessment of microplastics. [Display omitted] • Stronger responses to PS exposure were found in intestinal fungi than bacteria. • 0.05–0.1 µm PS showed greater impact on the gut bacterial and fungal composition. • 0.05–0.1 µm PS induced more changes in the microbial metabolic pathways. • Size-depended effects should be considered in the risk assessment of microplastics.",20230401,"Gao, Bei ; Shi, Xiaochun ; Li, Shanshan ; Xu, Weichen ; Gao, Nan ; Shan, Jinjun ; Shen, Weishou",Article,Academic Journal,Apr2023,true,Ecotoxicology & Environmental Safety,Plastic marine debris ; Polystyrene ; Health risk assessment ; Shotgun sequencing ; Microplastics ; Drug resistance in bacteria ; Laboratory mice,JOUR,,,0147-6513,,,,,eng,Academic Press Inc.,N.PAG,N.PAG,,254,,10.1016/j.ecoenv.2023.114737,,L0E,,https://research.ebsco.com/linkprocessor/plink?id=af2325e0-3e76-34e4-b7e6-8094f0493800
GreenFILE,8gh,177758463,Stable isotopes and nanoSIMS single-cell imaging reveals soil plastisphere colonizers able to assimilate sulfamethoxazole.,"The presence and accumulation of both, plastics and antibiotics in soils may lead to the colonization, selection, and propagation of soil bacteria with certain metabolic traits, e.g., antibiotic resistance, in the plastisphere. However, the impact of plastic-antibiotic tandem on the soil ecosystem functioning, particularly on microbial function and metabolism remains currently unexplored. Herein, we investigated the competence of soil bacteria to colonize plastics and degrade <sup>13</sup>C-labeled sulfamethoxazole (SMX). Using single-cell imaging, isotope tracers, soil respiration and SMX mineralization bulk measurements we show that microbial colonization of polyethylene (PE) and polystyrene (PS) surfaces takes place within the first 30 days of incubation. Morphologically diverse microorganisms were colonizing both plastic types, with a slight preference for PE substrate. CARD-FISH bacterial cell counts on PE and PS surfaces formed under SMX amendment ranged from 5.36 × 10<sup>3</sup> to 2.06 × 10<sup>4</sup>, and 2.06 × 10<sup>3</sup> to 3.43 × 10<sup>3</sup> hybridized cells mm<sup>−2</sup>, respectively. Nano-scale Secondary Ion Mass Spectrometry measurements show that <sup>13</sup>C enrichment was highest at 130 days with values up to 1.29 atom%, similar to those of the <sup>13</sup>CO 2 pool (up to 1.26 atom%, or 22.55 ‰). Independent Mann-Whitney U test showed a significant difference between the control plastisphere samples incubated without SMX and those in <sup>13</sup>C-SMX incubations (P < 0.001). Our results provide direct evidence demonstrating, at single-cell level, the capacity of bacterial colonizers of plastics to assimilate <sup>13</sup>C-SMX from contaminated soils. These findings expand our knowledge on the role of soil-seeded plastisphere microbiota in the ecological functioning of soils impacted by anthropogenic stressors. [Display omitted] • Morphologically rich microbial community is able to colonize plastic surfaces. • SEM–FISH–SIP-nanoSIMS reveals the plastisphere microbial function in situ. • Microbial colonizers on plastisphere can assimilate sulfamethoxazole.",20240815,"Xiang, Qian ; Stryhanyuk, Hryhoriy ; Schmidt, Matthias ; Kümmel, Steffen ; Richnow, Hans H. ; Zhu, Yong-Guan ; Cui, Li ; Musat, Niculina",Article,Academic Journal,Aug2024,true,Environmental Pollution,Soil microbiology ; Stable isotopes ; Secondary ion mass spectrometry ; Sulfamethoxazole ; Mann Whitney U Test,JOUR,,,0269-7491,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,355,,10.1016/j.envpol.2024.124197,,JE4,,https://research.ebsco.com/linkprocessor/plink?id=dd0cb309-8411-3f7d-88ae-b84f8131230e
GreenFILE,8gh,163946383,Microplastics as vectors of chemical contaminants and biological agents in freshwater ecosystems: Current knowledge status and future perspectives.,"Microplastics (MPs) are becoming ubiquitous, and their environmental fate is becoming an issue of concern. Our review aims to synthesize current knowledge status and provide future perspectives regarding the vector effect of MPs for chemical contaminants and biological agents. The evidence in the literature indicates that MPs are a vector for persistent organic pollutants (POPs), metals and pharmaceuticals. Concentrations of chemical contaminant in orders of six-fold higher on MPs surfaces than in the surrounding environmental waters have been reported. Chemical pollutants such as perfluoroalkyl substances (PAFSs), hexachlorocyclohexane (HCHs) and polycyclic aromatic hydrocarbons (PAHs), exhibiting polarities in the range of 3.3–9 are the commonest chemicals reported on MP surfaces. Regarding metals on MPs including chromium (Cr), lead (Pb), cobalt (Co), the presence of C–O and N–H in MPs promote a relatively high adsorption of these metals onto MP surfaces. Regarding pharmaceuticals, not much has been done, but a few studies indicate that commonly used drugs such as ibuprofen, ibuprofen, diclofenac, and naproxen have been associated with MPs. There is sufficient evidence supporting the claim that MPs can act as vectors for viruses, bacterial and antibiotic-resistant bacteria and genes, and MPs act to accelerate horizontal and vertical gene transfer. An area that deserves urgent attention is whether MPs can act as vectors for invertebrates and vertebrates, mainly non-native, invasive freshwater species. Despite the ecological significance of invasive biology, little research has been done in this regard. Overall, our review summarises the state of the current knowledge, identifies critical research gaps and provides perspectives for future research. [Display omitted] • Microplastics adsorb chemical and biological agents in aquatic environments. • The vector effect of microplastics deserve consideration in risk assessment. • Microplastic transport biological organisms in riverine systems. • Vector effects of microplastics have serious ecological implications.",20230801,"Tumwesigye, Edgar ; Felicitas Nnadozie, Chika ; C Akamagwuna, Frank ; Siwe Noundou, Xavier ; William Nyakairu, George ; Odume, Oghenekaro Nelson",Article,Academic Journal,Aug2023,true,Environmental Pollution,Plastic marine debris ; Persistent pollutants ; Pollutants ; Polycyclic aromatic hydrocarbons ; Microplastics ; Horizontal gene transfer,JOUR,,,0269-7491,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,330,,10.1016/j.envpol.2023.121829,,JE4,,https://research.ebsco.com/linkprocessor/plink?id=629f576b-eddb-3153-98f3-08b9111b398c
GreenFILE,8gh,176035821,Can plastic pollution drive the emergence and dissemination of novel zoonotic diseases?,"As the volume of plastic in the environment increases, so too does human interactions with plastic pollution. Similarly, domestic, feral, and wild animals are increasingly interacting with plastic pollution, highlighting the potential for contamination of plastic wastes with animal faeces, urine, saliva, and blood. Substantial evidence indicates that once in the environment, plastics rapidly become colonised by microbial biofilm (the so-called 'plastisphere), which often includes potentially harmful microbial pathogens (including pathogens that are zoonotic in nature). Climate change, increased urbanisation, and the intensification of agriculture, mean that the three-way interactions between humans, animals, and plastic pollution are becoming more frequent, which is significant as almost 60% of emerging human infectious diseases during the last century have been zoonotic. Here, we critically review the potential for contaminated environmental plastics to facilitate the evolution of novel pathogenic strains of microorganisms, and the subsequent role of plastic pollution in the cyclical dissemination of zoonotic pathogens. As the interactions between humans, animals, and plastic pollution continues to grow, and the volume of plastics entering the environment increases, there is clearly an urgent need to better understand the role of plastic waste in facilitating zoonotic pathogen evolution and dissemination, and the effect this can have on environmental and human health. [Display omitted] • Domestic and wild animals interact with plastic waste in the environment. • Plastics can become contaminated by animal faeces, urine and saliva. • Pathogens and genes for AMR are common in the plastisphere. • The plastisphere is a known hotspot for horizontal gene transfer (HGT). • The plastisphere may play a role in the emergence of novel zoonoses.",20240401,"Ormsby, Michael J. ; Woodford, Luke ; Quilliam, Richard S.",Article,Academic Journal,Apr2024,true,Environmental Research,Zoonoses ; Emerging infectious diseases ; Plastic scrap ; Pollution ; Horizontal gene transfer,JOUR,,,0013-9351,,,,,eng,Academic Press Inc.,N.PAG,N.PAG,,246,,10.1016/j.envres.2024.118172,,KZQ,,https://research.ebsco.com/linkprocessor/plink?id=f0f2f4a8-3215-38a7-8d7e-7f05cd11031b
GreenFILE,8gh,153680578,Enhanced propagation of intracellular and extracellular antibiotic resistance genes in municipal wastewater by microplastics.,"Microplastics (MPs) are an emerging global concern as they are abundant in the environment and can act as vectors of various contaminants. However, whether and how MPs can be vectors of antibiotic resistance genes (ARGs), especially extracellular ARGs (eARGs), remains far from explicit. This study addresses the adsorption of both intracellular ARGs (iARGs) and eARGs by four types of MPs in municipal wastewater, and then explores the potential horizontal gene transfer of iARGs and eARGs exposed to MPs. Results indicate that though MPs significantly adsorbed both iARGs and eARGs, eARGs were adsorbed with a significantly higher fold enrichment (2.0–5.0 log versus 2.0–3.3 log) and rate (0.0056 min<sup>−1</sup> versus 0.0037 min<sup>−1</sup>) than iARGs. While all four types of MPs adsorbed ARGs, polypropylene MPs showed the highest adsorption capacity for ARGs. Background constituents such as humic acid and antibiotics significantly inhibited adsorption of iARGs, but not eARGs on MPs. The presence of sodium chloride didn't significantly affect adsorption of iARGs or eARGs. The adsorption of ARGs was well explained by the extended Derjaguin–Landau–Verwey–Overbeek (XDLVO) interaction energy profile. Higher eARG adsorption was attributed to a lower energy barrier between MPs and eARGs than that between MPs and iARGs. Exposure to MPs enhanced horizontal gene transfer of both iARGs and eARGs by 1.5 and 2.0 times, respectively. The improved contact potential between donors and recipients, as well as the increased cell permeability of recipients induced the improved horizontal gene transfer by MPs. This study underscores the need to address ARG propagation through adsorption to MPs. [Display omitted] • Extracellular ARGs are adsorbed at higher fold and rate than intracellular ARGs. • Polypropylene have the highest adsorption capacity of ARGs among all microplastics. • Pollutants alleviate adsorption of intracellular but not extracellular ARGs. • The interaction energy well explains the adsorption of ARGs by microplastics. • Exposure to microplastics enhances horizontal gene transfer of ARGs.",20220101,"Cheng, Yuan ; Lu, Jiarui ; Fu, Shusen ; Wang, Shangjie ; Senehi, Naomi ; Yuan, Qingbin",Article,Academic Journal,Jan2022:Part A,true,Environmental Pollution,Sewage ; Drug resistance in bacteria ; Microplastics ; Horizontal gene transfer ; Adsorption capacity,JOUR,,,0269-7491,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,292,,10.1016/j.envpol.2021.118284,,JE4,,https://research.ebsco.com/linkprocessor/plink?id=382b6d3a-4da6-3147-94a7-bcbdf1827b51
GreenFILE,8gh,176010041,Synthetic and natural rubber associated chemicals drive functional and structural changes as well as adaptations to antibiotics in in vitro marine microbiomes.,"The leaching of additives from plastics and elastomers (rubbers) has raised concerns due to their potential negative impacts on the environment and the development of antibiotic resistance. In this study, we investigated the effects of chemicals extracted from two types of rubber on microbiomes derived from a benthic sea urchin and two pelagic fish species. Additionally, we examined whether bacterial communities preconditioned with rubber-associated chemicals displayed adaptations to antibiotics. At the highest tested concentrations of chemicals, we observed reduced maximum growth rates and yields, prolonged lag phases, and increased alpha diversity. While the effects on alpha and beta diversity were not always conclusive, several bacterial genera were significantly influenced by chemicals from the two rubber sources. Subsequent exposure of sea urchin microbiomes preconditioned with rubber chemicals to the antibiotic ciprofloxacin resulted in decreased maximum growth rates. This indicates a more sensitive microbiome to ciprofloxacin when preconditioned with rubber chemicals. Although no significant interaction effects between rubber chemicals and ciprofloxacin exposure were observed in bacterial alpha and beta diversity, we observed log-fold changes in two bacterial genera in response to ciprofloxacin exposure. These findings highlight the structural and functional alterations in microbiomes originating from various marine species when exposed to rubber-associated chemicals and underscore the potential risks posed to marine life. • Rubber chemicals elicited structural and functional effects on marine microbiomes. • Effects were inconclusive on alpha and beta diversity of the microbiomes. • Specific bacterial genera were affected by the chemicals extracted from rubber. • Preconditioning with rubber chemicals increased the sensitivity to ciprofloxacin. • There are potential risks of rubber-associated chemicals for the microbiome hosts.",20240315,"Carlsen, Eira Catharine Lødrup ; Hjelset, Sverre ; Gomes, Tânia ; Igartua, Amaia ; Sørensen, Lisbet ; Booth, Andy M. ; Hylland, Ketil ; Eiler, Alexander",Article,Academic Journal,Mar2024,true,Ecotoxicology & Environmental Safety,Toxic substance exposure ; Rubber ; Artificial rubber ; Sea urchins ; Marine biology ; Pelagic fishes ; Drug resistance in bacteria ; Physiological adaptation,JOUR,,,0147-6513,,,,,eng,Academic Press Inc.,N.PAG,N.PAG,,273,,10.1016/j.ecoenv.2024.116134,,L0E,,https://research.ebsco.com/linkprocessor/plink?id=29f5e842-3399-3b06-8601-44d5307a3604
GreenFILE,8gh,152042762,Distinct profile of bacterial community and antibiotic resistance genes on microplastics in Ganjiang River at the watershed level.,"Microplastics are of great public concern due to their wide distribution and the potential risk to humans and animals. In this study, the microplastic pollution associated with bacterial communities, human pathogenic bacteria, and antibiotic resistance genes (ARGs) were investigated compared to water, sediment, and natural wood particles. Microplastics were widely distributed in surface water of the Ganjiang River at a watershed level with an average value of 407 particles m<sup>−3</sup>. The fragment was the main microplastic shape found in the basin. Microplastics had significantly higher observed species and Chao1 index of bacterial communities than those in water, but comparable to wood particles. However, there was no difference in the microplastics pollution and alpha diversity indices of bacterial between different reaches along the Ganjiang River. Flavobacterium , Rhodoferax , Pseudomonas, and Janthinobacterium on the microplastics were all found to be enriched compared with water and sediment. Principal component analysis of the composition and function profile of bacterial communities showed that microplastics provide a new microbial niche in the Ganjiang River, which was distinct from water, sediment, and natural wood. Pseudomonas genus dominated the composition of human pathogenic bacteria on the microplastics, which was significantly different from water and sediment. No difference was observed in the relative abundance of total ARGs among the four media. However, microplastic and wood particles showed similar composition patterns of ARGs compared with water and sediment. • The distinct composition of bacterial communities on microplastics was found. • Pseudomonas genus dominated the human pathogenic bacteria on the microplastics. • Microplastic and wood particles showed similar composition patterns of ARGs. • No enrichment effect of microplastics on ARGs was observed at the watershed level.",20210901,"Hu, Hua ; Jin, Danfeng ; Yang, Yuyi ; Zhang, Jian ; Ma, Changpo ; Qiu, Zumin",Article,Academic Journal,Sep2021,true,Environmental Research,Microbial communities ; Bacterial communities ; Watersheds ; Drug resistance in bacteria ; Microplastics ; Principal components analysis ; Communities,JOUR,,,0013-9351,,,,,eng,Academic Press Inc.,N.PAG,N.PAG,,200,,10.1016/j.envres.2021.111363,,KZQ,,https://research.ebsco.com/linkprocessor/plink?id=995de4c7-c574-3a7e-aa2c-d9914afe4a38
GreenFILE,8gh,177248201,Effects of combined microplastics and heavy metals pollution on terrestrial plants and rhizosphere environment: A review.,"Microplastics (MPs) can enter the soil environment through industry, agricultural production and daily life sources. Their interaction with heavy metals (HMs) poses a significant threat to a variety of terrestrial ecosystems, including agricultural ones, thereby affecting crop quality and threatening human health. This review initially addresses the impact of single and combined contamination with MPs and HMs on soil environment, including changes in soil physicochemical properties, microbial community structure and diversity, fertility, enzyme activity and resistance genes, as well as alterations in heavy metal speciation. The article further explores the effects of this pollution on the growth characteristics of terrestrial plants, such as plant biomass, antioxidant systems, metabolites and photosynthesis. In general, the combined contaminants tend to significantly affect soil environment and terrestrial plant growth, i.e., the impact of combined contaminants on plants weight ranged from −87.5% to 4.55%. Similarities and differences in contamination impact levels stem from the variations in contaminant types, sizes and doses of contaminants and the specific plant growth environments. In addition, MPs can not only infiltrate plants directly, but also significantly affect the accumulation of HMs in terrestrial plants. The heavy metals concentration in plants under the treatment of MPs were 70.26%–36.80%. The co-occurrence of these two pollution types can pose a serious threat to crop productivity and safety. Finally, this study proposes suggestions for future research aiming to address current gaps in knowledge, raises awareness about the impact of combined MPs + HMs pollution on plant growth and eco-environmental security. [Display omitted] • The properties of MPs significantly affect their impacts on terrestrial plants. • The combined toxicity of MPs and HMs closely related to their uptake in plants. • Combined toxicity causes oxidative and photosynthesis damage, metabolic disturbance. • Compound pollutants affect soil physicochemical properties, microorganism and enzymes. • Biodegradable-MPs seem to cause greater impacts on soil environment and plant growth.",20240615,"Xu, Lei ; Xie, Wenjun ; Dai, Huiping ; Wei, Shuhe ; Skuza, Lidia ; Li, Jianan ; Shi, Cailing ; Zhang, Lichang",Article,Academic Journal,Jun2024,true,Chemosphere,Heavy metal toxicology ; Plant biomass ; Agriculture ; Soil microbiology ; Microplastics ; Microbial enzymes,JOUR,,,0045-6535,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,358,,10.1016/j.chemosphere.2024.142107,,JQF,,https://research.ebsco.com/linkprocessor/plink?id=00af14e8-f60c-3fb4-b7d6-0a71df55b4b2
GreenFILE,8gh,155491697,Exposure to microplastics reduces the bioaccumulation of sulfamethoxazole but enhances its effects on gut microbiota and the antibiotic resistome of mice.,"Microplastics (MPs) have aroused a global health concern and their coexistence with antibiotics is inevitable. However, how MPs would affect the bioaccumulation and risks of antibiotics in humans remains poorly understood. Here a mouse model was used, and through dietary exposure, we observed that while the relative distributions of sulfamethoxazole (SMX) in tissues were relatively stable, MPs significantly reduced the bioaccumulation of SMX in mice tissues (liver, lung, spleen, heart and kidney). Notably, while SMX and MPs showed a differential effect, MPs could exacerbate the effects of SMX on gut microbiota and antibiotic resistance gene (ARG) profile, with the relative abundances of sulfonamide resistance genes and multidrug genes being significantly increased. We further identified that shifts in gut microbiota contributed to the changes in ARG profiles in mice. Combined, our results demonstrate that MPs reduced the bioaccumulation of SMX, but they enhanced its effects on gut microbiota and the antibiotic resistome of mice, indicating they might have high risks to humans. [Display omitted] • This is the first report on the effects of MPs on SMX bioaccumulation and their risks in mice. • MPs significantly reduced the bioaccumulation of SMX in mice tissues. • MPs could exacerbate the effects of SMX on gut microbiota and ARG profile. • Combined exposure significantly increased the relative abundances of ARGs. • Shifts in gut microbiota contributed to the changes in ARG profiles in mice.",20220501,"Liu, Jin ; Lv, Min ; Sun, Anqi ; Ding, Jing ; Wang, Yunqing ; Chang, Xianbo ; Chen, Lingxin",Article,Academic Journal,May2022,true,Chemosphere,Bioaccumulation ; Antibiotics ; Gut microbiome ; Microplastics ; Lungs ; Sulfamethoxazole ; Mice,JOUR,,,0045-6535,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,294,,10.1016/j.chemosphere.2022.133810,,JQF,,https://research.ebsco.com/linkprocessor/plink?id=fa806672-6508-326b-9230-fa56310684c0
GreenFILE,8gh,141640547,Large-scale patterns of soil antibiotic resistome in Chinese croplands.,"Soil is a vital reservoir of antibiotic resistance genes (ARGs), but we still know little about their distribution in cropland soils and the main driving forces. Here we performed an investigation for ARGs patterns in 105 cropland soils (planted with maize, peanut or soybean) along a 2, 200 km transect in China using high-throughput quantitative PCR approaches. Totally, 204 ARGs were detected, with a higher diversity found in central China than that in northeast and south China. The most abundant (top 50%) and highly shared (present in >50% samples) ARGs regarded as core resistome were dominated by multidrug resistance genes such as oprJ , acrA-05 and acrA-04. Regressive analyses revealed that the relative abundance of total ARGs and core resistome both had significant relationships with mobile genetic elements (MGEs). Anthropogenic factors including the consumption of plastic films and soil properties including heavy metals showed good correlations with the diversity of ARGs. Structural equation modelling analysis further explained that anthropogenic factors were the main forces shaping the ARGs patterns. These findings highlight the importance of human activities in shaping soil antibiotic resistome in the croplands, providing potential management strategies to mitigate the dissemination of ARGs to humans via food chain. Unlabelled Image • Cropland soils are important reservoirs of antibiotic resistance genes (ARGs). • The most abundant and highly shared ARGs were multidrug resistance genes. • Soil ARGs was significantly correlated with mobile genetic elements (MGEs). • Human activities is dominant in regulating the ARGs patterns in cropland soils.",20200410,"Du, Shuai ; Shen, Ju-Pei ; Hu, Hang-Wei ; Wang, Jun-Tao ; Han, Li-Li ; Sheng, Rong ; Wei, Wen-Xue ; Fang, Yun-Ting ; Zhu, Yong-Guan ; Zhang, Li-Mei ; He, Ji-Zheng",Article,Academic Journal,Apr2020,true,Science of the Total Environment,,JOUR,,,0048-9697,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,712,,10.1016/j.scitotenv.2019.136418,,3QW,,https://research.ebsco.com/linkprocessor/plink?id=063c7bfb-ea10-3bb1-89b8-b56cc3b884ce
