Title,Abstract,Authors,DOI,Journal
"Antibiotic Resistant Pseudomonas Aeruginosa Causing Nosocomial Infection In Burn Patients Of Quetta, Pakistan","Objective: This study was planned to estimate the possible risk factor of burn wound infection, frequency and antibiotic resistant to pseudomonas aeruginosa in burn patients. Study Design: Descriptive study. Place and Duration of Study: This study was conducted at the Department of Microbiology Bolan Medical Complex Hospital Quetta from November 2018 to November 2019. Materials and Methods: A total of 270 Swab samples were collected from 137 burn wound infected patients from BMC Hospital Quetta. Samples were then subjected to culture on different microbiological media along with Gram staining different biochemical tests and antimicrobial sensitivity was done with disc diffusion procedure. Results: Revealed 220 out of 270 (81.48%) sample were contaminated with in different microorganism. Out of these positive culture n=125 (57%) strains of pseudomonas aeruginosa were isolated. The most common cause was flame burns n=57(41.59 %), followed by scalds burns 38 (27.72 %), electric burns 23 (16.77 %) and chemical burns 19 (13.87 %), respectively. A total 125 isolates of Pseudomonas aeruginosa were recovered from burn patients and the most resistance 100% antibiotic was ampicillin and doxicillin. And least resistant of drugs are azithromycin and imipenem. Conclusion: Increased trend of antimicrobial resistance is an alarming in infections in the area. Moreover, majority of burn patients were male aging above 20 years with flame burn the main cause of accident and incident.","Hussain A., Baloch B., Ahmad M., Khosa S.M., Tahir M., Sasoli N.A.",No DOI,Medical Forum Monthly
Enhancement Of Cutaneous Defenses Against Antibiotic Resistant Bacteria Through Activation Of Nod2 Signaling By A Small Molecule Compound,"Bacterial infections of the skin are a major complication of wound healing. Multidrugresistant bacterial strains are rapidly emerging; therefore, it is critical to develop new therapies to combat these organisms. Prior antibacterial strategies directly target pathogen growth or viability. Host-directed strategies to increase antimicrobial defenses may be an effective alternative to antibiotics and reduce the further development of resistant strains. In this study, we demonstrate the novel efficacy of a small molecule compound to enhance clearance of methicillin-resistant Staphylococcus aureus (MRSA), Pseudomonas aeruginosa, and Acinetobacter baumannii strains by primary human dermal fibroblasts in vitro. The small molecule does not have a direct bactericidal effect, but instead enhances cellular secretion of antimicrobial peptides, including human β-defensin 2 (HBD2) and HBD3, from dermal fibroblasts. The cellular actions of the small molecule require nucleotide-binding, oligomerization domain 2 (NOD2) and receptor-interacting serine/threonine-protein kinase 2 (RIP2). Excitingly, a topical formulation of the small molecule effectively enhances the clearance of MRSA, P. aeruginosa, and A. baumannii in human skin explants. Treatment with the topical formulation also resulted in increased production of antimicrobial peptides HBD2 and cathelicidin (LL-37) from human skin explants. Our results indicate a small molecule compound has a novel antimicrobial effect and may be a new option to combat multidrugresistant bacterial infections of the skin through enhancement of an integral pathway of the cutaneous innate immune defense system.","Jatana S., Homer C., Ponti A., Madajka M., Kabi A., Papay F., Mcdonald C.",No DOI,Journal Of Investigative Dermatology
Causative Pathogens Pattern And Clinical Outcomes In Acute Cholecystitis,"Background and Aim: As the prevalence of resistant pathogens among enteric bacteria has increased worldwide, the opportunity of encountering resistant bacteria in biliary infectious diseases increases. When multiple bacteria are detected, antimicrobial agents with a wide spectrum might be needed. The aim of this study was to determine the microbiological profile and risk of antibiotic resistance in acute cholecystitis. Methods: Among the cases of acute cholecystitis in our hospital from November 2014 to October 2016, 50 (median age 72 (39-96) years) who underwent bladder bile cultures were included in this study. Patients who underwent cholecystectomy without conservative drainage and those who had improved without drainage were excluded. Results: Of the 50 patients, 32 (64%) were males. The median age was 72 (range 39 - 96) years. There were 3 severe cases (6%), 12 moderate cases (24%), and 35 mild cases (70%) (TG 13; Updated Tokyo Guidelines). The drainage methods were 5ENGBD (endoscopic nasogallbladder drainage), 5ERGBD (endoscopic retrograde gallbladder drainage), 13EUS-GBA (endoscopic ultrasonography-guided gallbladder aspiration), 15EUS-GBD (endoscopic ultrasonography-guided gallbladder drainage), 11PTGBD (percutaneous transhepatic gallbladder drainage), and 1PTGBA (percutaneous transhepatic gallbladder aspiration). The underlying diseases were 15 malignant diseases, 10 diabetes, 2 permanent dialysis, 7 use of immunosuppressive drugs (with overlapping cases), and 9 cases (18%) had no significant past medical history. Antithrombotic drugs were used in 16 patients (32%). Twelve patients (24%) had histories of treatment of the ampulla of Vater (4EST (endoscopic sphincterotomy), 7MS (metallic stent), 1PS (plastic stent)). Bacteria were isolated from gall bladder bile in 33 cases (66%). The isolate was: Escherichia coli 5 cases, Klebsiella spp. 5 cases, Enterobacter spp. 6 cases, Pseudomonas spp. 4, Enterococcus 10, Streptococcus spp. 2, Staphylococcus spp. 2, anaerobic bacteria 3, and others 10 (with overlapping cases). Three resistant bacteria (6%) were found, and all were ESBL (extended spectrum beta lactamase)-producing bacteria. History of treatment of the ampulla of Vater was an independent risk factor (OR: 7.40, p=0.0484) for multiple bacteria, which were detected in 13 cases (26%). Conclusion: The prevalence of resistant bacteria as the primary causative organism of acute cholecystitis in our hospital was similar to that of previous reports. Because the risk of detecting multiple bacteria from gall bladder bile was high in cases with a history of ampulla of Vater treatment, a wide-spectrum antimicrobial agent might be considered in such cases.","Okuda A., Imoto A., Imanishi M., Takagi W., Amano M., Onda S., Sano T., Ogura T., Masuda D., Higuchi K.",No DOI,Gastroenterology
Prevalence And Antibiogram Profile Of Uropathogensin A Tertiary Care Hospital,"Background: Urinary tract infection (UTI) is one of the most common health problems worldwide. The current study was undertaken in order to determine the prevalence of UTI among symptomatic patients that were admitted in a tertiary care hospital. The pathogens responsible for UTI were identified and their antibiotic sensitivity patterns were studied. Methods:Subjects with clinically suspected acute UTI were enrolled in the study and their mid stream urine samples were collected in sterile plastic containers which were completely labeled. Urine samples were plated onto the blood agar and Mac Conkey agar plates with the help of wire loop under sterile conditions. The inoculated plates were incubated at 37C for 24 - 48hrs. Organisms were identified and their antibiotic resistance patterns were checked using standard guidelines. Result: Total samples collected were 765, both from females and males in the age groups 5 to 55 and above. From the total, 251 [32.8%] samples showed positive results [significant bacteriuria]. Gram positive bacteria were responsible for 12.9% and Gram negative bacteria for 87.1% of positive cases of UTI. The most common bacteria causing UTI was E. coli (37.4%).We also studied the antibiotic susceptibility pattern of alluropathogens which were isolated. Most of the Gram negative bacteria were sensitive to imipenem. In Gram positive bacteria, maximum sensitivity was noted for vancomycin, teicoplanin and linezolid.","Mudassar S., Ali M., Kiran N., Paracha H.M., Nayyar M.",No DOI,Pakistan Journal Of Medical And Health Sciences
Advances In The Treatment Of Wound Bacterial Infection With Phage,"The treatment of wound bacterial infection is an extremely difficult problem in clinic, especially in patients with large wounds which are infected by multidrug resistant, pan-resistant or omni-resistant bacteria. In recent years, with a grim prospect of antibiotic resistance, phage therapy is re-valued by researchers after being ignored for nearly half a century. Phage therapy has made great achievements in prevention and control of bacterial infection of open wounds. This review is mainly focused on the latest research progress of phage therapy in wound bacterial infection.",Cui Z.,No DOI,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
Clinical And Microbiological Profile Of Patients With Acute Bacterial Cholangitis At A Tertiary Care Centre In Northern India,"Introduction: The changing antimicrobial sensitivity pattern poses a great therapeutic challenge in the modern era. With the development of antibiotic resistance due to widespread injudicious use of antibiotics, we now have very limited antibiotics against certain pathogens, especially for fatal GI emergencies like acute cholangitis. We conducted a study to assess the microbial profile and the sensitivity pattern to antibiotics in patients who presented with acute bacterial cholangitis. Methods: We enrolled all the patients admitted in our hospital between June 2023 to October 2023, who had acute bacterial cholangitis and were above 18 years of age. They were prospectively analyzed. Patient's clinical features, etiology, microbial profile and antibiotic sensitivity pattern were analyzed. As soon as patient underwent any procedure all cultures were obtained. Antibiotics were administered after collecting the bile for Culture and Sensitivity. Results: Seventy six patients with acute cholangitis were evaluated. Choledocholithiasis, seen in 43 patients (56.6%) and malignancy seen in 29 patients (38.1%), were the most common factors precipitating acute cholangitis. Bile culture was positive in 62 of 76 patients (81.5%), and blood culture was positive in 23 of 76 (30.2%) patients. E. Coli followed by Klebsiella sps. were the most common organisms that were isolated from the bile culture. The organisms showed multi-drug resistance (MDR) pattern. The most common drugs to which these showed sensitivity were, Meropenem and Tigecycline. Conclusions: With more community acquired pathogens being MDR/XDR, as shown in this study, there is a prompt need to revise the antibiotic policy depending on the local resistance pattern. Acute cholangitis, is a medical emergency and should be treated immediately with broad spectrum antibiotics and Endoscopic/Percutaneous intervention depending on the expertise.","Yadav S., Seth S., Gupta R., Jain M.K., Gupta G.K., Nijhawan S.",No DOI,International Journal Of Current Pharmaceutical Review And Research
Challenges Of Achromobacter Xylosoxidans In Acute And Chronic Pediatric And Adult Wounds,"Background and Aims: We report 4 cases of wound infection sustained by Achromobacter Xylosoxidans (AX). AX is normally described for its multi drug resistance, plastic surfaces and wet enviroment trophism. The aim of this report is increasing knowledge about uncommon challenging bacterial wound infections. Materials and methods: Since 2016, patients presenting at our clinic with infected wounds, positive anamnesis for resistance to antibiotic treatments and advanced dressings undergo swab sample collection, cultured on selective MacConkey Agar and strains identified using the Microflex MALDI TOF-Biotyper ™. Susceptibility testing are performed by VITEK® 2 system and interpreted according to the guidelines defined by Antimicrobial susceptibility tests on organisms having no EUCAST breakpoints. Hospital and operators' dependent cross contamination are excluded. Results: Four patients in 3 years,(2 children aged 3,8 and two elderly aged 81, 83) presenting no other comorbidities but lower limb wounds ( traumatic etiology for children, vascular for elderly) are positive to AX. When NPWT is used frequent suspensions is required because of a rapid diffusion to perilesional skin. Patients received Candida Parapsilosis (CP) or Pseudomonas Aeruginosa (PA) diagnosis when swabs were analized elsewhere. Antibiograms reveal multiple drug resistances excepted for colistin, carbapenems but meropenem. Both children completely defeat infection, elderly's wounds healed. Conclusions: AX is a rare but fearsome bacteria, able to infect wounds of children and elderly. It presents multiple drug-resistance and ability to persist and diffuse under polyurethane membrane as those used for NPWT. Findings of AX tissutal involvement are easily confused with SA, and its detection is possible just by advanced system otherwise misdiagnosis with other pathogens as PA or Candida spp. is the rule.","Serena C., Paola B., Annamaria S., Michaela C., Mario Z., Guido C.",No DOI,Journal Of Wound Care
Nontuberculous Mycobacterial Infections After Aesthetic Procedures: Comparison Of Clinical Features And Treatment,"Nontuberculous mycobacteria (NTM) have been increasingly identified as causative of numerous cosmetic procedure related infections worldwide. This manuscript reports clinical aspects and antimicrobial resistance profiles of NTM infections associated with aesthetic procedures diagnosed in a private infectious disease clinic in the Brazilian Amazon. Four patients developed skin and soft tissue infections between August 2015 and August 2019. Clinical, microbiological, and epidemiological data were collected. M. conceptionense, M. abscessus and M. fortuitum were isolated. The histopathology showed dermal granulomatous inflammation. All patients were treated with a combination of antimycobacterial regimens, mainly with moxifloxacin and clarithromycin.","Safe I.P., Macedo V., Marcelo W., Baia-Da-Silva D., Freitas M., Spener R., Oliveira V., De Jesus J., Lacerda M., Cordeiro-Santos M.",No DOI,Journal Of Clinical And Aesthetic Dermatology
Susceptibility Of Fabrics In Office Furniture To Microbial Attack: Microbial Burden And Health Implications,"Introduction: Hygiene is advocated as major in the control of infectious diseases; however an area of neglect is furniture we come in contact with daily. Furniture is made of diverse materials; wood, glass, metals, plastics, rubber, clothing fabrics or their combinations. Colonization of furniture made from different types of material and possible health implications are reported. Objectives: We investigated the associated health risk in the use of furniture made from different materials. Methods: The office setting was used and tables and seats were sampled for presence and burden of microorganisms. Also visual inspection was made for evidence of microbial attack and degradation of fabrics. Degree of susceptibility of different materials in furniture was assessed. Sampling was done after the surface was wiped with dry cloth and after cleaning with detergent solution only and in addition disinfectant. Results: Rubber fabrics were more susceptible to colonization while metal surfaces were least. Fungi were the predominant colonizers especially, Penicillium and Aspergillus species. Candida spp were isolated in 14% of the furniture sampled. Bacteria diversity included the Gram positive and Gram negative, but particular were the preponderance of Pseudomonas, Proteus, and Klebsiella. The use of dry cloth to wipe the surface had negligible role in reducing the burden of colonizing organisms. Cleaning with detergent solution reduced microbial burden by 35% while application of disinfectant yielded 90% reduction. Clothing fabric haboured more microorganisms but showed no visual signs of microbial attack. Conclusion: Furniture may serve as a pool for breeding pathogenic organisms if not properly maintained. Regular cleaning with detergent and disinfectant is advocated.","Egwari L.O., Oniha M.I., Ayepola O.O.",No DOI,Antimicrobial Resistance And Infection Control
Into The Mediastinum And Out Of The Papilla-Minimal Invasive Endoscopic Therapy In Two Body Cavities With One Instrument,"Background / Case: A 48 years old female patient with known chronic ethylic pancreatitis presented with new onset of fever and dysphagia. She had highly elevated infectious parameters (C-Reactive Protein 399 mg/L, total leucocytes 10,9x109/L). Computed tomography revealed a large cystic supradiaphragmatic paraesophageal structure and two small retroperitoneal cysts near the pancreatic body. Endoscopic methods: Transesophageal endosonographic fine needle aspiration showed pus and an elevated amylase so the diagnosis of an infected pancreatic pseudocyst (pp) was made. Consequently a 10French (Fr) double pigtail catheter and a 7Fr nasocystic tube were inserted transesophageally. Infection was treated with intravenous penicillin according to antimicrobial resistance of the detected streptococcus anginosus. She was put on total parenteral nutrition. With a second intervention merely two weeks after admission, using a 10Fr digital endoscope, we were able to locate and pass the transhiatal fistula of the pp after balloon dilatation to reach the caudally located smaller part of the pp. This primary retroperitoneal pp had expanded into the thoracic cavity and provoked the dysphagia. The small pp had evoked from a ruptured pancreatic duct. After several unsuccessful attempts, a 0.035 inch guide wire was passed under visual guidance through the pp into the pancreatic duct. The wire was then advanced via the papilla of vateri into the duodenum and extracted orally. By holding the guide wire tightly on both ends we were able to support the difficult and precise placement of a 5Fr 13centimeter plastic stent into the pancreatic duct, via the thoracic and abdominal part of the pp. The proximal end was placed visually in the small abdominal cystic part and the distal end was located in the duodenum. Nasocystic tube and double pigtail catheter were removed and the esophago-cystic access was closed using two hemoclipps. Subsequently both the thoracic and the abdominal part of the pp collapsed totally and the patient recovered completely. After three months the stent was replaced transpapillarily and completely removed two months later. The patient continued to be asymptomatic. Clinical implication: To our knowledge this is the first reported endoscopic procedure passing a single endoscope extra-intestinally into both the thoracic and abdominal cavity. Here with we were able to treat a large infected transhiatal pancreatic pseudocyst by precisely placing a stent under visual control. The new slim digital endoscopy technology enables procedures outside the range of normal endoscopes even outside intestinal structures on both sides of the diaphragm.","Magdeburg B., Greuter T., Husarik D.B.",No DOI,Gastrointestinal Endoscopy
Microbiological Spectrum Of Infected Pancreatic Necrosis In Patients Requiring Drainage After Failure Of Systemic Antibiotics,"Objectives Systemic antibiotics are the first-line therapy of infected pancreatic necrosis (IPN). Information about germs infecting the necrosis after failure of systemic antibiotics is scarce. Our aim is to evaluate the microbiological spectrum and antibiotic resistance of IPN in a cohort of patients undergoing endoscopic transmural drainage (ETD) after failure of systemic antibiotics Methods Retrospective, descriptive, observational study of patients admitted at our Department of Gastroenterology from January 2015 to December 2016, who underwent ETD of IPN due to persistent signs of sepsis despite systemic carbapenem therapy. Endoscopic ultrasoundguided ETN was performed by using plastic and metal stents. A transmural naso-cystic tube was placed for sampling of fluid content for microbiological culture, lavage and local infusion of antibiotics (carbapenem in all cases) according to a previously published protocol from our group (Pancreatology 2016;16:719-25). Results of microbiological culture of the sample obtained at the time of placing the naso-cystic tube and at oneweek intervals until tube removal were recorded. A descriptive analysis of germs infecting pancreatic necrosis and their resistance profile is carried out. Results Out of 694 acute pancreatitis patients admitted in our Department over the study period, 21 developed IPN (3%). Eleven patients required ETD. Infection was initially polymicrobial in seven patients (Staphylococcus [36%], Streptococcus [27%], E.coli [27%], Enterococcus [27%] and Candida spp. [27%] being the most frequent germs) and monomicrobial in four (E.Coli in three of them, 75%). Infection was mainly monomicrobial in 8 and 6 patients with persistent infection after one and two-week therapy respectively (Candida spp [37% and 50%] being the most frequent germ). 23.8% of 21 initially isolated germs was resistant to one antibiotic, mainly penicillin and carbapenem). After one and two-weeks of drainage and local and systemic antibiotic therapy, antibiotic resistance was shown in 41.7% and 25% of isolated germs, respectively. Conclusion Infection of pancreatic necrosis is often polymicrobial after failure of systemic antibiotic therapy. Endoscopic drainage associated with local and systemic carbapenem therapy frequently lead to persistent monomicrobial infection, mainly by Candida spp. Penicillin and carbapenem resistance develops frequently in these patients.","Lariño-Noia J., De La Iglesia-García D., Iglesias-Garcia J., Macías-García F., Gonzalez J., López-Diaz J., Dominguez-Muñoz J.E.",No DOI,Pancreatology
Study And Comparison Of Biofilm Formation By Regional Clostridium Spp. Strains,"Clostridium perfringens is an anaerobic gram-positive pathogen, causative agent of numerous diseases, biofilm with ability to form biofilm, recently informed. C. septicum, like C. perfringens is an opportunistic pathogen causative agent of myonecrosis. C. chauvoei is the causative agent of the stain, an infectious disease considered endemic in San Luis province. Bacterial biofilms are communities of cells adhered to surfaces, immersed in a extracellular matrix of that protects the antibiotic attack and increases its resistance. The aim of this work was characterize phenotypically the biofilm formation of C. perfringens, C. septicum and C. chauvoei and compare with our preliminary studies on different surface. Strains used: C. perfringens ATCC 3624, C. septicum ATCC 12464 and C. chauvoei ATCC 10092. For the biofilm formation, Petri dishes with OMA (optimized medium for anaerobes) containing coverslips were cultured at 37°C in anaerobic conditions for 24, 48 and 72 h. For the planktonic and sessile cells analysis, Gram, 0,1% crystal violet colorations and scanning electron microscopy (SEM) were used. Quantification of biofilm and planktonic cells was performed by Abs 570/DO580 relationship. For statistical analysis Student's test was used. At 24 h a good production of biofilm was obtained, their proportion increase to 48 and 72 h for 3 strains. The Abs570/DO580 at 48 h of culture showed that the biofilm formation efficiency in glass surface was C. perfringens> C. septicum> C. chauvoei (p≤0.05). The same was observed with optical microscopy and similar results were observed with SEM. The biofilm formation on polystyrene plastic was as following: C. septicum> C. perfringens> C. chauvoei (p≤0.05). Influence of different surfaces on biofilm formation and affinity for bacterial adhesion to various materials was evidenced. The ability to form biofilm is very important in the pathogenesis and antimicrobial resistance because difficult the diseases treatment caused by these microorganisms.","Pérez C.N., Guerra R.A., Villa M.C., Stagnitta P.",No DOI,Biocell
Plasma Sterilization As An Innovative Tool To Inactivate Bacillus Subtilis Endospores For Improved Surface Decontamination,"Question: The process of sterilization is absolutely essential in medical settings and health care in order to assure hospital hygiene and facilitate safe surgical procedures, thereby preventing nosocomial infections and spreading of multi-resistant bacteria. Being the most resilient form of a biological system, bacterial endospores are extremely resistant against a broad spectrum of sterilization methods and therefore are commonly used as a bioindicator in order to verify functionality of a decontamination process [1]. Many conventional sterilization methods suffer from disadvantages by either introducing damage to sensitive material, alteration of surface properties, or insufficient removal of potentially pathogenic biological material. The process of low-pressure plasma sterilization is a promising alternative to conventional sterilization methods as it is fast, efficient and gentle to heat-sensitive material, such as innovative medical plastics, due to low-temperatures operations (30-80°C) [2, 3]. In addition to the applied electrical field, plasma discharges contain a high degree of UV/VUVradiation, as well as charged particles and free radicals, which exert detrimental effects on microorganisms by damaging genetic material, outer cell layers and proteins [2]. Methods: The double inductively coupled plasma reactor (DICP) is an innovative low-pressure plasma system, which allows homogeneous sterilization of large surface areas by effectively inactivating and removing bacterial spores within minutes [4].In this study we present novel insights into the key factors involved in spore inactivation by low pressure plasma sterilization using a DICP reactor. Results and Conclusion: Particular proteins of the multi-layered spore coat -the first barrier to environmental influences - were revealed to be major factors contributing to spore resistance towards plasma treatment. With a systematic analysis of Bacillus subtilis spores lacking individual coat and crust layers we observed significant morphological differences in coat structures by AFManalysis, affecting spore survival and resistant properties after treatment with low-pressure plasma and isolated plasma components. We identified spore-specific and general DNA repair pathways during spore germination, leading to a better understanding of the complex molecular mechanisms involved in the plasma sterilization process.","Raguse M., Fiebrandt M., Stapelmann K., Narberhaus F., Awakowicz P., Moeller R.",No DOI,International Journal Of Medical Microbiology
Outbreak Of Chryseobacterium Indologenes Infection Related To A Contaminated Water Pipe,"Purpose: Chryseobacterium indologenes is an environmental organism which usually causes opportunistic infection in humans. Healthcare-associated infection (HAI) due to contaminated devices by the organism with multidrug resistance is a threat to hospitalized patients, especially those with severe underlying diseases. Between October and December, 2013, a significant increase of C. indologenes HAI infection was found in a medical intensive care unit (ICU) at a tertiary hospital in southern Taiwan. The present study was undertaken to investigate the source of infection for the suspected outbreak. Methods: A total of 6 patients were found to have HAI of post-surgical wound infection, pneumonia, and bacteremia by C. indologenes. On-site inspection of daily nursing care procedures was conducted. Cultures of sputum specimens from patients and swab samples from the ICU environment were performed. Pulsed-field gel electrophoresis (PFGE) was used to delineate the genetic relationship among the isolates. Results: A total of 86 specimens, including 18 sputum and 68 environmental specimens were collected. C. indologenes was identified from one sputum and 4 surface swabs from the furniture and equipments within the ICU. All isolates, including those from patients, demonstrated identical PFGE patterns. The colonization of C. indologenes on a plastic pipe attached to the tap in the washing room may have led to the subsequent contamination of the ICU environment. On-site inspection also found that hand hygiene policy and infection control measures were not adequately implemented. Re-education of the personnel, removal of the contaminated water pipe, and daily cleaning of the environment with hypochlorite solutions successfully stopped the outbreak. Conclusions: The significant increase of C. indologenes HAI in the ICU was an outbreak probably originated from a contaminated water pipe used to clean sputum suction bottles. On-site inspection and intervention as well as the molecular typing analysis provided solid evidence and helped to terminate the outbreak.","Su L.-H., Tang Y.-F., Su L.-H.",No DOI,"Journal Of Microbiology, Immunology And Infection"
The Role Of Microbiological Monitoring And Drug History In The Effectiveness Of Antibiotic Prophylaxis And Antibiotic Treatment Of Infectious Complications After Reconstructive Surgeries,"MATERIAL AND METHODS: We analyzed the results of the local microbiological monitoring carried out in 2010-2013. The monitoring included the study of biological material of patients with clinical signs of infectious and inflammatory complications after reconstructive surgery. We studied the dynamics of the isolation of major pathogens (Staphylococcus spp., Enterococcus spp., representatives of Enterobacteriaceae, Pseudomonas aeruginosa, Acinetobacter baumannii, Candida spp.) and their sensitivity to major antibiotics.RESULTS: We demonstrated the role of local monitoring and knowledge of the ""drug history"" in achieving of effective starting empirical antibiotic therapy.","Bogomolova N.S., Kuznetsova S.M., Bolshakov L.V.",No DOI,Anesteziologiia I Reanimatologiia
Infection With Carbapenemase-Producing Organisms After Cosmetic Surgery At A Hospital Abroad,"In Denmark, the incidence of carbapenemase-producing organisms (CPO) is increasing, and a coordinated national strategy is needed. We describe a case story of a 40-year-old woman transferred to a Danish hospital with severe complications after cosmetic surgery in the Middle East. She had an intra-abdominal infection with three different CPO, one of them co-resistant to colistin, one of the few remaining antibiotics for CPO treatment. Because of good clinical response to surgical treatment, antibiotics covering these multiresistant bacteria were not given. Isolation precautions were applied.","Andrews V., Hammerum A.M., Dohrn N., Holzknecht B.J.",No DOI,Ugeskrift For Laeger
Burns And Plastic Surgery Nursing During The Covid-19 Pandemic: Reflective Account And Experiences,"Since the beginning of 2020, the COVID-19 pandemic has been a challenge faced by the world and one that all health professionals are facing. The impact of COVID-19 on patients receiving and accepting healthcare services has changed over the past few months. identified within our burns network was a change in the mechanism of burn injuries in children for example, an increase of steam inhalation burns has been seen (Brewster et al, 2020) and an overall change in the approach to burn care. This paper is an initial glance at what was identified at an acute setting during the first wave of pandemic.","Porter C., Readman E.",No DOI,Wounds Uk
G15 Sensitizes Epithelial Breast Cancer Cells To Doxorubicin By Preventing Epithelial-Mesenchymal Transition Through Inhibition Of Gpr30,"Resistance to single or multiple chemotherapeutic drugs is a major obstacle in breast cancer therapy. Recent studies have suggested that GPR30 is implicated in mediating cancer cell proliferation. The aim of this study was to examine the anti-tumor effects of the GPR30 antagonist G15 in breast cancer. We found that low concentrations of G15 had little effect on breast cancer cell viability, but could enhance doxorubicin sensitivity in MDA-MB-231 and MCF-7 cells with epithelial phenotypes. In addition, G15 prevented epithelial breast cancer cells undergoing epithelial-mesenchymal transition (EMT) after doxorubicin induction. Moreover, downregulation of GPR30 suppressed the EMT in breast cancer cells. These results support that G15 enhanced doxorubicin sensitivity and prevented the EMT in epithelial breast cancer cells by inhibiting GPR30 expression.","Liu Y., Du F.-Y., Chen W., Fu P.-F., Yao M.-Y., Zheng S.-S.",No DOI,American Journal Of Translational Research
The Importance Of Vaporizing Hydrogen Peroxide In Decontamination,"The purpose of this study was to investigate the effects of decontamination of laboratory animal rooms with the vapor-phase of hydrogen peroxide (VHP). Additionally, we examined material compatibilities with vaporized hydrogen peroxide. The laboratory animal room was exposed to VHP. The effects of decontamination with VHP were determined by biological indicators. 39 kinds of materials were exposed by 100 cycles to VHP in the test chamber. The materials tested contained plastics, metals, woods and plating or coating goods. According to the fourgrade system, we evaluated the materials abilities to undergo exposure to vaporized hydrogen peroxide. Laboratory animal facilities need especially cleanliness environment. Therefore the floor becomes the factor that is important to the maintenance of the cleanliness. We considered ultraviolet cured resin coating to floor. Ultraviolet (UV) curable resin combines strongly when it receives UV dose. By this strong combination, UV coating shows a lot higher performance than a general floor wax. UV cured resin is low odor and organic-solvent-free because of waterborne lacquer. Good re-coatability even after UV curing. Excellent scratch resistance, abrasion resistance and stain resistance The exposure test to VHP provided complete sterilized effects at room humidity of not more than 75 %. Some damage was found in copper, brass, chromium plate and galvanized iron immediately following exposure to VHP. Repeated decontamination caused marked damage in stainless steel and urethane-, siliconeor epoxy-coating materials. Condensation of VHP posed severe damage for the surface the materials. We confirmed that VHP immediately sterilized microorganisms. The increasing concentrations of VHP with condensation caused severe changes in the materials during prolonged exposure. It was highly important to decontaminate with VHP.","Kimura T., Yahata H., Uchiyama Y., Ichihara H.",No DOI,Experimental Animals
Laboratory-Based Evaluation Of Mdr Strains Of Pseudomonas In Patients With Acute Burn Injuries,"Localization of burn was variable: head and face in 76 patients (29%), trunk in 58 (49%), upper limb in 37 (52%), lower limbs in 44 (41%), hands in 16 (15%), perinea area in 26 (5.5%) and whole body except perinea area in 10 (9%) patients. Inhalation syndrome was present in 56 (44%) patients. Ninety patients (82%) had indwelling venous catheters, 83 (75.5%) patients’ arterial catheter and 86 (78%) patients’ urinary catheters. By multivariate analysis: age ≤4 years, Garcés 4, colistin use in documented multiresistant infections, and mechanical ventilation were independent variables related with mortality and graft requirement was a protective factor for mortality. Despite advances in care, gram negative bacterial infections and infection with Pseudomonas aeruginosa remain the most common cause of bacteria related mortality early in the hospital course. Viral infections are also associated with mortality and numbers have remained stable when compared to data from prior years.","Zhang H.-T., Liu H.",No DOI,International Journal Of Clinical And Experimental Medicine
Synthesis And Antimicrobial Evaluation Of Novel Amide Synthesized From Nonbiodegradable Pet Waste,"The antimicrobial effect of compound terephthalic dihydrazide (synthesized through amminolysis of PET waste) and its complex formed through its complexation with lanthanum nitrate, a well known antimicrobial agent, were investigated on different fungal species after their characterization through elemental analysis and various spectroscopic studies i.e. FTIR, UV-Visible, NMR etc. They were screened for in vitro antifungal activity against multidrug resistive Fusarium oxysporum and Trichoderma lignorum. The conidia of test fungal species were exposed to both amide and its complex at variable concentration from 0.4 mg/ml-1.0 mg/ml media at 37 °C. The results of bioactive assay showed that synthesized amide suppressed growth of fungi and displayed better antimicrobial activities against tested strains as compared to its complex. Studies were also extended to check the effect of amide on growth, morphology, reproduction and cone, of biochemical constituents of test fungi.","Soni R.K., Bhardwaj M.",No DOI,Journal Of The Indian Chemical Society
Rosai Dorfman An Atypical Presentation,"Background: Rosai-Dorfman disease (RDD), also called sinus histiocytosis with massive lymphadenopathy, is a rare benign histiocytosis characterized by histiocytic proliferation with enlarged lymph nodes. Approximately 40% of RDD patients have extranodal involvement, and skin is the most frequently affected organ. Only 3% of RDD patients have skin lesions exclusively. RDD most commonly presents with painless bilateral cervical lymphadenopathy, although patients may also develop fever, neutrophilia, anemia, polyclonal hypergammaglobulinemia, and an elevated erythrocyte sedimentation rate Observation: We report an unusual case of RDD in a middle Arg man. The disease manifested as nodules of trunk, arms and forehead associated with legs vasculitis without nodal involvment. Key message: It is the histopathology that allows the diagnosis of these different skin diseases. RDD manifestated with an atypical manifestation.","Filoni A., Annessi G., Tenna S., Caggiati A., Bonamonte D.",No DOI,Journal Of The Dermatology Nurses' Association
