Title,Abstract,Authors,DOI,Journal
Hgf/C-Met Signalling In The Tumor Microenvironment,"Recently, it has become clearer that tumor plasticity increases the chance that cancer cells could acquire new mechanisms to escape immune surveillance, become resistant to conventional drugs, and spread to distant sites. Effectively, tumor plasticity drives adaptive response of cancer cells to hypoxia and nutrient deprivation leading to stimulation of neoangionesis or tumor escape. Therefore, tumor plasticity is believed to be a great contributor in recurrence and metastatic dissemination of cancer cells. Importantly, it could be an Achilles' heel of cancer if we could identify molecular mechanisms dictating this phenotype. The reactivation of stem-like signalling pathways is considered a great determinant of tumor plasticity; in addition, a key role has been also attributed to tumor microenvironment (TME). Indeed, it has been proved that cancer cells interact with different cells in the surrounding extracellular matrix (ECM). Interestingly, well-established communication represents a potential allied in maintenance of a plastic phenotype in cancer cells supporting tumor growth and spread. An important signalling pathway mediating cancer cell-TME crosstalk is represented by the HGF/c-Met signalling. Here, we review the role of the HGF/c-Met signalling in tumor-stroma crosstalk focusing on novel findings underlying its role in tumor plasticity, immune escape, and development of adaptive mechanisms.","Zambelli, A; Biamonti, G; Amato, A",10.1007/978-3-030-47189-7_2,"Tumor Microenvironment: Signaling Pathways, Pt B"
Modeling The Effect Of Acquired Resistance On Cancer Therapy Outcomes,"Adaptive therapy (AT) is an evolution-based treatment strategy that exploits cell-cell competition. Acquired resistance can change the competitive nature of cancer cells in a tumor, impacting AT outcomes. We aimed to determine if adaptive therapy can still be effective with cell's acquiring resistance. We developed an agent-based model for spatial tumor growth considering three different types of acquired resistance: random genetic mutations during cell division, drug-induced reversible (plastic) phenotypic changes, and drug-induced irreversible phenotypic changes. These three resistance mechanisms lead to different spatial distributions of resistant cells. To quantify the spatial distribution, we propose an extension of Ripley's K-function, Sampled Ripley's K-function (SRKF), which calculates the non-randomness of the resistance distribution over the tumor domain. Our model predicts that the emergent spatial distribution of resistance can determine the time to progression under both adaptive and continuous therapy (CT). Notably, a high rate of random genetic mutations leads to quicker progression under AT than CT due to the emergence of many small clumps of resistant cells. Drug-induced phenotypic changes accelerate tumor progression irrespective of the treatment strategy. Low-rate switching to a sensitive state reduces the benefits of AT compared to CT. Furthermore, we also demonstrated that drug-induced resistance necessitates aggressive treatment under CT, regardless of the presence of cancer-associated fibroblasts. However, there is an optimal dose that can most effectively delay tumor relapse under AT by suppressing resistance. In conclusion, this study demonstrates that diverse resistance mechanisms can shape the distribution of resistance and thus determine the efficacy of adaptive therapy.","Masud, Ma; Kim, Jy; Kim, E",10.1016/j.compbiomed.2023.107035,Computers In Biology And Medicine
"Direct, Rapid Antimicrobial Susceptibility Test From Positive Blood Cultures Based On Microscopic Imaging Analysis","For the timely treatment of patients with infections in bloodstream and cerebrospinal fluid, a rapid antimicrobial susceptibility test (AST) is urgently needed. Here, we describe a direct and rapid antimicrobial susceptibility testing (dRAST) system, which can determine the antimicrobial susceptibility of bacteria from a positive blood culture bottle (PBCB) in six hours. The positive blood culture sample is directly mixed with agarose and inoculated into a micropatterned plastic microchip with lyophilized antibiotic agents. Using microscopic detection of bacterial colony formation in agarose, the total time to result from a PBCB for dRAST was only six hours for a wide range of bacterial concentrations in PBCBs. The results from the dRAST system were consistent with the results from a standard AST, broth microdilution test. In tests of clinical isolates (n = 206) composed of 16 Gram-negative species and seven Gram-positive species, the dRAST system was accurate compared to the standard broth microdilution test, with rates of 91.11% (2613/2868) categorical agreement, 6.69% (192/2868) minor error, 2.72% (50/1837) major error and 1.45% (13/896) very major error. Thus, the dRAST system can be used to rapidly identify appropriate antimicrobial agents for the treatment of blood stream infection (BSI) and antibiotic-resistant strain infections.","Choi, J; Jeong, Hy; Lee, Gy; Han, S; Han, S; Jin, B; Lim, T; Kim, S; Kim, Dy; Kim, Hc; Kim, Ec; Song, Sh; Kim, Ts; Kwon, S",10.1038/s41598-017-01278-2,Scientific Reports
Clinical And Pathological Analyses Of Chronic Vascular Rejection After Kidney Transplantation,"AimWe discuss the clinicopathological analysis of cases of chronic vascular rejection (CVR) cases after renal transplantation and clarify the mechanisms underlying the development and prognostic significance of CVR. PatientsCVR was diagnosed in 46 renal allograft biopsy specimens (BS) obtained from 34 renal transplant patients being followed up at the Department of Urology, Tokyo Women's Medical University, between January 2009 and December 2013. ResultsCVR was diagnosed at a median of 47.4 months post-transplant. Among the 36 patients, 23 had a history of acute rejection. Among the 46 BS showing evidence of CVR, the CVR was mild (cv1 in Banff's classification) in 23, moderate (cv2) in 17, and severe (cv3) in 6. Of the 40 samples obtained at the time of the biopsy and assayed with plastic beads coated with HLA antigen, 31 (78%) showed circulating ant-HLA alloantibody, and 15 (38%) showed donor-specific antibodies. We then classified the 46 BS showing evidence of CVR by their overall histopathological features, as follows; cv alone was seen in 16 (35%) BS, cv+antibody-mediated rejection (AMR) in 26 (56%), and cv+T-cell-mediated rejection in 9 (19%). Loss of the renal allograft occurred during the observation period in nine of the patients (26%). Of the remaining patients with functioning grafts, deterioration of the renal allograft function after the biopsies occurred in 11 patients (32%). ConclusionThe results of our study suggest that AMR may underlie CVR in many cases, while T cell-mediated rejection may play an important role in some cases.","Shimizu, T; Toma, H; Shibahara, R; Tsunoyama, K; Izuka, J; Nozaki, T; Ishida, H; Tanabe, K; Honda, K; Koike, J",10.1111/nep.12464,Nephrology
New Opportunities And Challenges To Defeat Cancer Stem Cells,"Cancer stem cells (CSCs) are a subpopulation of cancer cells that are capable of self-renewal, proliferation, differentiation, plastic adaptation, and immune regulation, thereby mediating tumorigenesis, metastasis, and therapy resistance. CSCs are associated with cancer progression and clinical outcome in cancer patients. Successful targeting of CSCs will therefore be necessary to eradicate and cure cancer. Functional regulators of stem cell (stemness) signaling pathways in human cancers have brought new opportunities to target CSCs and reframe cancer-targeting strategies in clinical settings. However, challenges remain due to a lack of complete understanding of CSC plasticity/heterogeneity and the limited efficacy of individual stemness inhibitors in cancer treatment. In this article we review CSC signaling pathways and the current state of CSC-targeting therapeutics in combinatory treatments in clinical trials.","Ramos, Ek; Hoffmann, Ad; Gerson, Sl; Liu, Hp",10.1016/j.trecan.2017.08.007,Trends In Cancer
Flexible Hierarchical Wraps Repel Drug-Resistant Gram-Negative And Positive Bacteria,"Healthcare acquired infections are a major human health problem, and are becoming increasingly troublesome with the emergence of drug resistant bacteria. Engineered surfaces that reduce the adhesion, proliferation, and spread of bacteria have promise as a mean of preventing infections and reducing the use of antibiotics. To address this need, we created a flexible plastic wrap that combines a hierarchical wrinkled structure with chemical functionalization to reduce bacterial adhesion, biofilm formation, and the transfer of bacteria through an intermediate surface. These hierarchical wraps were effective for reducing biofilm formation of World Health Organization-designated priority pathogens Gram positive methicillin-resistant Staphylococcus aureus (MRSA) and Gram negative Pseudomonas aeruginosa by 87 and 84%, respectively. In addition, these surfaces remain free of bacteria after being touched by a contaminated surface with Gram negative E. coli. We showed that these properties are the result of broad liquid repellency of the engineered surfaces and the presence of reduced anchor points for bacterial adhesion on the hierarchical structure. Such wraps are fabricated using scalable bottom-up techniques and form an effective cover on a variety of complex objects, making them superior to top-down and substrate-specific surface modification methods.","Imani, Sm; Maclachlan, R; Rachwalski, K; Chan, Yt; Lee, B; Mcinnes, M; Grandfield, K; Brown, Ed; Didar, Tf; Soleymani, L",10.1021/acsnano.9b06287,Acs Nano
The Impact Of Di(2-Ethylhexyl)Phthalate On Cancer Progression,"Di(2-ethylhexyl)phthalate (DEHP), a widely used plasticizer, mainly serves as an additive to render polyvinyl chloride (PVC) soft and flexible. PVC plastics have become ubiquitous in our modern society. Yet, the leaching of DEHP from PVC-based consumables ultimately results in the deposition in certain tissues via inadvertent applications. Health risks for human populations exposed to DEHP has been assumed by studies on rodents and other species, including the DEHP-induced developmental dysregulation, reproductive impairments, tumorigenesis, and diseases in a transgenerational manner. In this review, we comprehensively summarize the accumulated literature regarding the multifaceted roles of DEHP in the activation of the nuclear receptors, the alteration of the redox homeostasis, epigenetic modifications and the acquisition of chemoresistance.","Chou, Ck; Yang, Yt; Yang, Hc; Liang, Ss; Wang, Tn; Kuo, Pl; Wang, Hmd; Tsai, Em; Chiu, Cc",10.1007/s00005-017-0494-2,Archivum Immunologiae Et Therapiae Experimentalis
Comparing The Antimicrobial Effect Of Silver Ion-Coated Silicone And Gentamicin-Irrigated Silicone Sheets From Breast Implant Material,"Background Post-operative infection is a significant complication of breast implant surgery that may require extensive use of antibiotics and surgical interventions. Here, we developed a biomaterial coating that is chemically bonded to silicone implants which delivers antimicrobial ions over time. Methods After coating the silicone implants with a mediator polymer (gamma-PGA), the implants were impregnated with silver (Ag) ions. Antimicrobial effects of these implants were assayed with modified Kirby-Bauer disk diffusion method. The silicone disks were transferred to a plate with fresh bacteria. Control was intended to simulate an intra-operative wash. Results The Ag-gamma-PGA coated silicone demonstrated antimicrobial effects against the most common etiological agents of breast implant infections, including Pseudomonas aeruginosa, Staphylococcus aureus, Staphylococcus epidermidis, Escherichia coli and Klebsiella pneumoniae. There was no effect of inhibition of bacterial growth around the control silicone or the silicone coated only with gamma-PGA. The zone of inhibition was generally larger around the Ag-gamma-PGA coated silicone as compared to the silicone irrigated with gentamicin, and continued antibacterial effect was also observed at 48 hours in the Ag-gamma-PGA coated silicone for all bacteria groups with the exception of P. aeruginosa. Gentamicin-irrigated silicone did not inhibit bacterial growth at 48 hours. Conclusion The observed antibacterial performance of the Ag-gamma-PGA coating as compared to simulated intra-operative antibiotic wash is promising and should be further evaluated to develop the next generation of implants with diminished risk for post-operative implant infections.","Heno, F; Azoulay, Z; Khalfin, B; Craddock, Ha; Silberstein, E; Moran-Gilad, J; Rapaport, H",10.1007/s00266-021-02348-7,Aesthetic Plastic Surgery
"Recent Advances In Biomedical, Therapeutic And Pharmaceutical Applications Of Microbial Surfactants","The spread of antimicrobial-resistant pathogens typically existing in biofilm formation and the recent COVID-19 pandemic, although unrelated phenomena, have demonstrated the urgent need for methods to combat such increasing threats. New avenues of research for natural molecules with desirable properties to alleviate this situation have, therefore, been expanding. Biosurfactants comprise a group of unique and varied amphiphilic molecules of microbial origin capable of interacting with lipidic membranes/components of microorganisms and altering their physicochemical properties. These features have encouraged closer investigations of these microbial metabolites as new pharmaceutics with potential applications in clinical, hygiene and therapeutic fields. Mounting evidence has indicated that biosurfactants have antimicrobial, antibiofilm, antiviral, immunomodulatory and antiproliferative activities that are exploitable in new anticancer treatments and wound healing applications. Some biosurfactants have already been approved for use in clinical, food and environmental fields, while others are currently under investigation and development as antimicrobials or adjuvants to antibiotics for microbial suppression and biofilm eradication strategies. Moreover, due to the COVID-19 pandemic, biosurfactants are now being explored as an alternative to current products or procedures for effective cleaning and handwash formulations, antiviral plastic and fabric surface coating agents for shields and masks. In addition, biosurfactants have shown promise as drug delivery systems and in the medicinal relief of symptoms associated with SARS-CoV-2 acute respiratory distress syndrome.","Ceresa, C; Fracchia, L; Fedeli, E; Porta, C; Banat, Im",10.3390/pharmaceutics13040466,Pharmaceutics
Structural Requirement Of Ha5G18 Peptide (Ddfvfyvggyps) From Laminin Α5 Chain For Amyloid-Like Fibril Formation And Cell Adhesion,"The hA5G18 peptide (DDFVFYVGGYPS) identified from the human laminin alpha 5 chain G domain promotes cell attachment and spreading when directly coated on a plastic plate, but does not show activity when it is conjugated on a chitosan matrix. Here, we focused on the structural requirement of hA5G18 for activity. hA5G18 was stained with Congo red and formed amyloid-like fibrils. A deletion analysis of hA5G18 revealed that FVFYV was a minimum active sequence for the formation of amyloid-like fibrils, but FVFYV did not promote cell attachment. Next, we designed functional fibrils using FVFYV as a template for amyloid-like fibrils. When we conjugated an integrin binding sequence Arg-Gly-Asp (RGD) to the FVFYV peptide with Gly-Gly (GG) as a spacer, FVFYVGGRGD promoted cell attachment in a plate coat assay, but a negative control sequence RGE conjugated peptide, FVFYVGGRGE, also showed activity. However, when the peptides were conjugated to Sepharose beads, the FVFYVGGRGD beads showed cell attachment activity, but the FVFYVGGRGE beads did not. These results suggest that RGD and RGE similarly contribute to cell attachment activity in amyloid-like fibrils, but only RGD contributes the activity on the Sepharose beads. Further, we conjugated a basic amino acid (Arg, Lys, and His) to the FVFYV peptide. Arg or Lys-conjugated FVFYV peptides, FVFYVGGR and FVFYVGGK, showed cell attachment activity when they were coated on a plate, but a His-conjugated FVFYV peptide FVFYVGGH did not show activity. None of the basic amino acid-conjugated peptides showed cell attachment in a Sepharose bead assay. The cell attachment and spreading on FVFYVGGR and FVFYVGGK were inhibited by an anti-integrin beta 1 antibody. These results suggest that the Arg and Lys residues play critical roles in the interaction with integrins in amyloid-like fibrils. FVFYV is useful to use as a template for amyloid-like fibrils and to develop multi-functional biomaterials.","Zhang, Gr; Yamada, Y; Kumai, J; Hamada, K; Kikkawa, Y; Nomizu, M",10.3390/molecules27196610,Molecules
A Bioreactor System For The Manufacture Of A Genetically Modified Plasmodium Falciparum Blood Stage Malaria Cell Bank For Use In A Clinical Trial,"Background: Although the use of induced blood stage malaria infection has proven to be a valuable tool for testing the efficacy of vaccines and drugs against Plasmodium falciparum, a limiting factor has been the availability of Good Manufacturing Practice (GMP)-compliant defined P. falciparum strains for in vivo use. The aim of this study was to develop a cost-effective method for the large-scale production of P. falciparum cell banks suitable for use in clinical trials. Methods: Genetically-attenuated parasites (GAP) were produced by targeted deletion of the gene encoding the knob associated histidine rich protein (kahrp) from P. falciparum strain 3D7. A GAP master cell bank (MCB) was manufactured by culturing parasites in an FDA approved single use, closed system sterile plastic bioreactor. All components used to manufacture the MCB were screened to comply with standards appropriate for in vivo use. The cryopreserved MCB was subjected to extensive testing to ensure GMP compliance for a phase 1 investigational product. Results: Two hundred vials of the GAP MCB were successfully manufactured. At harvest, the GAP MCB had a parasitaemia of 6.3%, with 96% of parasites at ring stage. Testing confirmed that all release criteria were met (sterility, absence of viral contaminants and endotoxins, parasite viability following cryopreservation, identity and anti-malarial drug sensitivity of parasites). Conclusion: Large-scale in vitro culture of P. falciparum parasites using a wave bioreactor can be achieved under GMP-compliant conditions. This provides a cost-effective methodology for the production of malaria parasites suitable for administration in clinical trials.","Pawliw, R; Farrow, R; Sekuloski, S; Jennings, H; Healer, J; Phuong, T; Sathe, P; Pasay, C; Evans, K; Cowman, Af; Schofield, L; Chen, Nh; Mccarthy, J; Trenholme, K",10.1186/s12936-018-2435-x,Malaria Journal
Characterizing Infections In Prosthetic Breast Reconstruction: A Validity Assessment Of National Health Databases,"Introduction: Current guidelines in the United States require reporting only the 30-day postoperative outcomes to standardized databases, including the National Surgical Quality Improvement Program (NSQIP). Thus, many breast implant-related complications go unreported in standard databases. We sought to characterize late periprosthetic infections following implant-based breast reconstruction. Methods: We conducted a retrospective analysis of all women who underwent expander/implant reconstruction from 2005 to 2014 at two institutions. All periprosthetic infections were identified and divided into early and late cohorts (<= 30 days or > 30 days). Infection was defined as any episode where antibiotics were initiated or a prosthetic device was explanted because of clinical evidence of the infection. Results: In the 1820 patients (2980 breasts) identified, 421 periprosthetic infections occurred (14%). Of these, 173 (41%) were early and 248 (59%) were late (mean time to infection = 66.4 +/- 101.9 days). Patients with late infections were more likely to be current smokers or have diabetes than patients with early infections (p < 0.034 for both). Infections caused by gram-negative bacteria and antimicrobial-resistant strains of Staphylococcus were more common in the early infection group (p < 0.001 for both). Implant loss due to infection was more common in the late infection group (p = 0.037). Discussion: Late periprosthetic infections following implant-based breast reconstruction are underestimated in national outcome databases and have unique risk factors and microbiology compared to early infections. A system-level change in reevaluating and redefining a timeline for tracking and treating implant infections is necessary, given the substantial morbidity associated with, and frequency of, late periprosthetic infections. (C) 2017 British Association of Plastic, Reconstructive and Aesthetic Surgeons. Published by Elsevier Ltd. All rights reserved.","Piper, Ml; Roussel, Lo; Koltz, Pf; Wang, F; Singh, K; Chin, R; Sbitany, H; Langstein, Hn",10.1016/j.bjps.2017.05.004,Journal Of Plastic Reconstructive And Aesthetic Surgery
Combined Effects Of Polyvinyl Chloride Or Polypropylene Microplastics With Cadmium On The Intestine Of Zebrafish At Environmentally Relevant Concentrations,"Cadmium (Cd) is a common additive in polyvinyl chloride (PVC) and polypropylene (PP) plastics. Aquatic organisms were inevitably co-exposed to PVC/PP microplastics (MPs) and Cd, but their combined toxicity is still unknown. In this study, adult zebrafish were exposed to 200 mu g/L MPs (PVC or PP) and 10 mu g/L Cd alone or in combination for 28 days to investigate their toxicity and mechanisms. Results showed that combined exposure with PVC/PP enhanced the Cd accumulation in the zebrafish intestine. Subsequently, toxicology analyses showed that both PVC and PP possessed synergistic toxicity with Cd, manifested by the exfoliation and necrosis of intestinal epithelial cells, and increased levels of interleukin-1 beta (IL-1 beta), superoxide dismutase (SOD) and malondialdehyde (MDA). PP exhibited a stronger synergistic effect than PVC. Integration of non-targeted metabolomics and 16S rRNA gene sequencing revealed that combined exposure to PVC and Cd induced intestine toxicity mainly through bile acid (BA) biosynthesis, fructose (Fru) and mannose (Man) metabolism, and pentose phosphate pathway (PPP). The combined exposure of PP and Cd induced toxicity through the arginine (Arg) and glutathione (GSH) metabolisms. Meanwhile, combined exposure of PVC/PP and Cd increased the abundance of intestinal Proteobacteria and pathogen Vibrio, and decreased the abundance of Gemmobacter. These changes indrectly promoted the synergistic toxicity of PVC/PP and Cd through metabolites, such as indole-3-pyruvate (IPyA), chenodeoxycholic acid (CDCA), and cholic acid (CA). These findings highlighted that more attention should be paid to the toxicity of chemicals at environmentally relevant concentrations, particularly those co-existing with MPs.","Li, H; Yang, Zc; Liu, Yx; Sun, Pp; Wu, B; Chen, L",10.1016/j.scitotenv.2024.176289,Science Of The Total Environment
Characterization Of Mannheimia Haemolytica Biofilm Formation In Vitro,"Mannheimia haemolytica is the primary bacterial agent in the bovine respiratory disease complex. It is thought that M. haemolytica colonizes the tonsillar crypts of cattle as a commensal and subsequently descends into the lungs to cause disease. Many bacterial species persist in the host as biofilms. There is limited information about the ability of M. haemolytica to form biofilms. The aim of this study was to develop an in vitro model for M. haemolytica biofilm formation. We found that M. haemolytica required at least 36 h to form robust biofilms on plastic in vitro when incubated in RPMI-1640 tissue culture medium at 37 C, with maximal biofilm formation being evident at 48 h. Biofilm formation was inhibited by adding the monosacchari des D(+) galactose and D(+) mannose to the growth medium. Addition of antibodies to the M. haemolytica surface protein OmpA also reduced biofilm formation. Upon evaluating the macromolecules within the biofilm extracellular polymeric substance we found it contained 9.7 mu g/cm(2) of protein, 0.81 mu g/cm(2) of total carbohydrate, and 0.47 mu g/cm(2) of extracellular DNA. Furthermore, proteinase K treatment significantly decreased biofilms (P < 0.05) while mu-amylase and micrococcal nuclease decreased biofilms to a lesser extent. M. haemolytica biofilm cells were more resistant than planktonic cells to the antibiotics florfenicol, gentamicin, and tulathromycin. These results provide evidence that M. haemolytica can form biofilms, which could contribute to its ability to persist as a commensal in the bovine upper respiratory tract. (C) 2014 Elsevier B.V. All rights reserved.","Boukahil, I; Czuprynski, Cj",10.1016/j.vetmic.2014.11.012,Veterinary Microbiology
Nanoemulsion-Loaded Hydrogel Coatings For Inhibition Of Bacterial Virulence And Biofilm Formation On Solid Surfaces,"The indiscriminate use of antibiotics has led to the emergence of drug-resistant bacteria which has become one of the biggest challenges of the twenty-first century for the researchers to combat and in turn search for novel targets which could lead to the development of effective and sustainable therapies. Inhibition of biofilm formation and virulence of bacterial pathogens is an emerging approach to address the challenges related to bacterial infections. To suppress the virulence and biofilm formation by Escherichia coli O157:H7 (ECOH), we developed stable nanoemulsion (NE) of Gaultheria fragrantissima Wall. essential oil's (EO) bioactive compounds, viz., eugenol (E-NE) and methyl salicylate (MS-NE) that showed significantly higher anti-biofilm and anti-virulence activities as compared to eugenol and methyl salicylate without affecting ECOH planktonic cell growth. Transcriptional analysis showed that E-NE and MS-NE reduced the expression of genes, including curli, type I fimbriae, Shiga-like toxins, quorum sensing, and ler-controlled toxins, which are needed for biofilm formation, pathogenicity, and attachment. E-NE and MS-NE loaded hydrogel coatings showed superior anti-biofilm activity against ECOH on glass, plastic and meat surfaces as compared to eugenol and methyl salicylate loaded coatings. Conclusively, NE-loaded hydrogel coatings could be used in combating ECOH infection on solid surfaces through anti-biofilm and anti-virulence strategies.","Prateeksha; Barik, Sk; Singh, Bn",10.1038/s41598-019-43016-w,Scientific Reports
Low-Velocity Impact Experiments And Modeling Of Trc Skin-Aerated Concrete Core Sandwich Composites,"Mechanical response of textile-reinforced aerated concrete sandwich panels was investigated using instrumented three-point bending tests under quasi-static and low-velocity impact loads. Two types of core material were compared in the sandwich composite consisting of plain autoclaved aerated concrete (AAC) and fiber-reinforced aerated concrete (FRAC), and the stress skins were alkali-resistant glass (ARG) and textile reinforced concrete (TRC). The textile-reinforced layer promoted distributed cracking mechanisms and resulted in significant improvement in the flexural strength and ductility. Digital Image Correlation (DIC) was used to study the distributed cracking mechanism and obtain impact force-crack width response at different drop heights. A constitutive material model was also developed based on a multi-linear tension/compression strain hardening model for the stress-skin and an elastic, perfectly plastic compression model for the core. A detailed parametric study was used to address the effect of model parameters on the flexural response. The model was further applied to simulate the experimental flexural data from the static and impact tests on the plain aerated concrete and sandwich composite beams.","Pleesudjai, C; Li, Al; Dey, V; Mobasher, B",10.3390/ma14020390,Materials
The Biology And Function Of Fibroblasts In Cancer,"Among all cells, fibroblasts could be considered the cockroaches of the human body. They survive severe stress that is usually lethal to all other cells, and they are the only normal cell type that can be live-cultured from post-mortem and decaying tissue. Their resilient adaptation may reside in their intrinsic survival programmes and cellular plasticity. Cancer is associated with fibroblasts at all stages of disease progression, including metastasis, and they are a considerable component of the general host response to tissue damage caused by cancer cells. Cancer-associated fibroblasts (CAFs) become synthetic machines that produce many different tumour components. CAFs have a role in creating extracellular matrix (ECM) structure and metabolic and immune reprogramming of the tumour microenvironment with an impact on adaptive resistance to chemotherapy. The pleiotropic actions of CAFs on tumour cells are probably reflective of them being a heterogeneous and plastic population with context-dependent influence on cancer.","Kalluri, R",10.1038/nrc.2016.73,Nature Reviews Cancer
Host Defense Against Klebsiella Pneumoniae Pneumonia Is Augmented By Lung-Derived Mesenchymal Stem Cells,"Klebsiella pneumoniae is a common cause of Gram-negative pneumonia. The spread of antibiotic-resistant and hypervirulent strains has made treatment more challenging. This study sought to determine the immunomodulatory, antibacterial, and therapeutic potential of purified murine stem cell Ag-1(+) (Sca-1(+)) lung mesenchymal stem cells (LMSCs) using in vitro cell culture and an in vivo mouse model of pneumonia caused by K. pneumoniae. Sca-1(+) LMSCs are plastic adherent, possess colony-forming capacity, express mesenchymal stem cell markers, differentiate into osteogenic and adipogenic lineages in vitro, and exhibit a high proliferative capacity. Further, these Sca-1(+) LMSCs are morphologically similar to fibroblasts but differ ultrastructurally. Moreover, Sca-1(+) LMSCs have the capacity to inhibit LPS-induced secretion of inflammatory cytokines by bone marrow-derived macrophages and neutrophils in vitro. Sca-1(+) LMSCs inhibit the growth of K. pneumoniae more potently than do neutrophils. Sca-1(+) LMSCs also possess the intrinsic ability to phagocytize and kill K pneumoniae intracellularly. Whereas the induction of autophagy promotes bacterial replication, inhibition of autophagy enhances the intracellular clearance of K pneumoniae in Sca-1(+) LMSCs during the early time of infection. Adoptive transfer of Sca-1(+) LMSCs in K. pneumoniae-infected mice improved survival, reduced inflammatory cells in bronchoalveolar lavage fluid, reduced inflammatory cytokine levels and pathological lesions in the lung, and enhanced bacterial clearance in the lung and in extrapulmonary organs. To our knowledge, these results together illustrate for the first time the protective role of LMSCs in bacterial pneumonia.","Rangasamy, T; Ghimire, L; Jin, Ll; Le, J; Periasamy, S; Paudel, S; Cai, Ss; Jeyaseelan, S",10.4049/jimmunol.2000688,Journal Of Immunology
Leech Management Before Application On Patient: A Nationwide Survey Of Practices In French University Hospitals,"Background: Leech therapy in plastic/reconstructive microsurgery significantly improves a successful outcome of flap salvage but the drawback is a risk of severe infection that results in a drop of the salvage rates from 70-80% to below 30%. We report the results of a national survey conducted in all the French university hospitals to assess the current extent of use of leech for medical practices in the hospital and to investigate maintenance, delivery practices and prevention of the risk of infection. Methods: Data concerning conditions of storage, leech external decontamination, microbiological controls, mode of delivery and antibiotic prophylaxis were collected from all the French university hospitals in practicing leech therapy, on the basis of a standardized questionnaire. Results: Twenty-eight of the 32 centers contacted filled the questionnaire, among which 23 practiced leech therapy, mostly with a centralized storage in the pharmacy; 39.1% of the centers declared to perform leech external decontamination and only 2 centers recurrent microbiological controls of the water storage. Leech delivery was mostly nominally performed (56.5%), but traceability of the leech batch number was achieved in only 39.1% of the cases. Only 5 centers declared that a protocol of antibiotic prophylaxis was systematically administered during leech therapy: either quinolone (2), sulfamethoxazole/trimethoprim (2) or amoxicillin/clavulanic acid (1). Conclusions: Measures to prevent infectious complications before application to patient have to be better applied and guidelines of good practices are necessary.","Grau, D; Masson, R; Villiet, M; Lamy, B",10.1186/s13756-018-0311-7,Antimicrobial Resistance And Infection Control
Protective Efficacy Of Phage Pvn02 Against Haemorrhagic Septicaemia In Striped Catfish Pangasianodon Hypophthalmus Via Oral Administration,"Haemorrhagic septicaemia caused by Aeromonas hydrophila in striped catfish (Pangasianodon hypophthalmus) is one of the most important aquatic diseases in the Mekong Delta, Vietnam. However, antibiotic-resistant A. hydrophila strains have become popular and resulted in inadequate control of the disease in striped catfish farms. This study investigates the protective efficacy of bacteriophage PVN02 against haemorrhagic septicaemia in striped catfish via oral administration. The phage-containing pellets were prepared by spraying the phage solution on food pellets at 20 ml/kg. The rate of phage desorption from the food pellets into the water was very low; the phage titres in the water were approximately log 1.0 PFU/ml or undetectable. The in vivo experiment evaluating the protective efficacy of PVN02 against haemorrhagic septicaemia in striped catfish was conducted using 21 groups of 1,260 fish in 50-L plastic tanks in triplicate. The catfish were fed twice daily with phage-sprayed pellets. Different densities of bacterial suspensions were added into the tanks for 24 hr. Without the existence of the phage, the highest mortality rate was 68.3 +/- 2.9% at the highest density of bacterial suspension. In contrast, the mortality rate at the highest density of bacterial suspension was significantly reduced to 8.33 +/- 2.9% or 16.67 +/- 2.9% at the phage dose of log 6.2 +/- 0.09 or log 4.2 +/- 0.09 PFU/g. This study provides a very practical manner of applying phage therapy to prevent disease in large-scale striped catfish farms.","Dang, Tho; Xuan, Ttt; Duyen, L; Le, Np; Hoang, Ha",10.1111/jfd.13387,Journal Of Fish Diseases
