Title,Abstract,Authors,DOI,Journal
[Genetic Regulatory Mechanisms Of Candida Albicans Biofilm Formation],"Candida albicans is an important opportunistic fungal pathogen of humans. Phenotypic plasticity is a typical biological feature of C. albicans, which is associated with pathogenicity, host adaptation, and sexual reproduction. Biofilm of C. albicans is a complex community formed by different morphological types of cells (yeast, hyphae and pseudohyphae) and secreted extracellular matrix. C. albicans biofilms are intrinsically resistant to antifungal drugs, the host immune system, and environmental stresses. Biofilm is an important virulence factor and a major clinical challenge. With the development of new technologies in global gene expression profiles and genetic manipulation, the regulatory mechanisms that govern C. albicans biofilm development and drug resistance become more and more clear. Major regulatory mechanisms involve the MAPK and cAMP signaling pathways and transcriptional regulators such as Bcr1 and Tec1. In addition, morphological transitions and sexual reproduction are also involved in the regulation of biofilm development. In this review, we focus on the genetic regulatory mechanisms of biofilm including the roles of cell-wall related proteins, transcription factors, and the MTL locus. In the last section, we also summarize the mechanisms of drug resistance of biofilm in C. albicans.","Dongdong Guo, Huizhen Yue, Yujia Wei, Guanghua Huang",10.13345/j.cjb.170122,Sheng Wu Gong Cheng Xue Bao = Chinese Journal Of Biotechnology
Cancer Stem Cell Targeted Therapies,"In normal dividing tissues, cell homeostasis is maintained by rare cellular elements, the stem cells, that have the unique property of self-renewal and differentiation to generate a population of functionally mature tissue elements. Recent studies carried out in the last three decades support the existence of stem cells also in tumors, the so-called cancer stem cells. Cancer stem cells have the property of initiating and maintaining tumor growth, are able to self-renew and to differentiate, are the main drivers of intra- and inter-tumoral heterogeneity and the main cellular mediators of drug resistance, leading to tumor recurrence and metastasis. Cancer stem cells can be identified in many tumors according to specific immunophenotypic features, but cancer stemness cannot be defined as a fixed property, due to cancer plasticity. For these properties, cancer stem cells represent attractive targets for developing new anti-cancer therapies and there is supporting evidence that the combination of conventional anticancer therapies with drugs targeting cancer stem cells could lead to cancer eradication. Ongoing studies in some tumors strongly support the clinical utility of developing efficient strategies of cancer stem cell targeting.","Ugo Testa, Elvira Pelosi, Germana Castelli",10.4415/ANN_20_03_12,Annali Dell'Istituto Superiore Di Sanita
[Preliminary Study On Resistance Mechanism And Virulence Features In Carbapenems-Resistant Klebsiella Pneumoniae From Burn Patients],"Objective: To investigate resistance mechanism and virulence features of carbapenems-resistant Klebsiella pneumoniae (CRKP) and to provide theoretical foundation for the prevention and control of nosocomial infections in burn wards as well as clinical therapy of CRKP. Methods: Strains of Klebsiella pneumoniae isolated from clinical samples of burn patients hospitalized in our unit from February to December 2016 were collected. The diameters of inhibition zone of imipemen or meropenem susceptibility disk of the above strains were≤22 mm. Kirby-Bauer disk diffusion method and automated instrument were applied to test drug resistance of the strains to 17 antibiotics of cephalosporins, aminoglycosides, sulfonamides, quinolones, and carbapenems. Pulsed-field gel electrophoresis (PFGE) was used to analyze homology of the strains. Crystal violet staining was applied to assess ability of biofilm formation of the strains. The hypermucoviscosity (HM) phenotype of the strains was determined by string test. Polymerase chain reaction was used to detect common carbapenemase genes of bla(KPC), bla(IMP), bla(OXA-48), and bla(NDM), capsular serotype genes of K1, K2, and K57, and virulence-associated gene of rmpA. Results: (1) A total of 29 CRKP strains were isolated. The 29 CRKP strains were with high drug resistance rate to carbapenems antibiotics of imipenen, meropenem, and ertapenem, and cephalosporins, aminoglycosides, and quinolones antibiotics, while the strains were with low drug resistance rate to sulfonamides antibiotics and tegafycline. (2) The 29 CRKP strains had 4 types of A, B, C, and D according to PFGE, with 11 strains of type A, 10 strains of type B, 6 strains of type C, and 2 strains of type D. (3) Among the 29 CRKP strains, 25 strains were positive in biofilm formation, with positive rate of 86.2%. (4) None of the 29 CRKP strains was positive in the string test with HM phenotype. (5) All the 29 CRKP strains carried carbapenemase genes. Among the 29 CRKP strains, 11 strains carried both bla(NDM-1) and bla(OXA-48) genes, 1 strain carried both bla(NDM-1) and bla(KPC-2) genes, 12 strains only carried bla(KPC-2) gene, and 5 strains only carried bla(NDM-1) gene. The 79.3% (23/29) strains were completely resistant to 3 kinds of carbapenems antibiotics. (6) Among the 29 CRKP strains, 3 strains carried K2 gene, 2 of which were completely resistant to 3 kinds of carbapenems antibiotics, 1 strain carried rmpA gene, and no strain carried K1 or K57 gene. Conclusions: The detection rate of CRKP isolated from burn patients hospitalized in our unit is high. The strains are mostly extensively drug-resistant bacteria, and the mechanism of drug resistance of which is complicated. There may have clonal spread of CRKP. And appropriate measures should be taken timely and effectively to prevent nosocomial spread of CRKP.","Z Chen, J Xiang",10.3760/cma.j.issn.1009-2587.2018.11.015,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
A Giant Frontal Sinus Mucocele In An Opium Addict Patient: A Case Report,"Mucocele is a benign soft tissue mass that could occur in all accessory glands. Mucocele can also occur in paranasal sinuses. It is mostly placed in the frontal sinus and barely grows larger than 1.5 centimeters(cm). Based on the affected site, it could cause facial pain and headache. Analgesics like opioids could relieve and potentially make patients ignore the headache and cause giant frontal mucocele. This article discusses a patient with giant frontal sinus mucocele (7×8×8 cm) and opium addiction that presented with severe and intolerable pain. A 32 yr old man came to Rajaee Trauma Hospital, Shiraz, Iran with a severe headache and a large swelling of the face frontal region that developed gradually. In physical examination, the mass was non-tender, non-pulsatile, and free from the overlying normal skin. Computed tomography (CT) scan and magnetic resonance imaging (MRI) demonstrated a frontal sinus mucocele. The operation was planned, and the patient was discharged after two days. Subsequently, the 6-month follow-up of the patient was normal. Two different hypotheses are declared in this article. First, the potential role of opium addiction as a risk factor for giant mucoceles was noted, then the analgesic non-responsiveness of sinus mucoceles was described. The latter hypothesis is more likely. So, we should consider that if the patient had an analgesic-resistant headache, one differential diagnosis could be sinus mucocele. Moreover, the pos sible psychological effect of addiction on discounting face beauty was acknowledged.","Gholamreza Motazedian, Elnaz Koushki, Mehryar Nahaei, Fateme Salari, Hamid Reihani, Ebtesam Jabbari, Alireza Keshtkar",10.52547/wjps.12.2.107,World Journal Of Plastic Surgery
Effect Of Visible Range Electromagnetic Radiations On Escherichia Coli,"Escherichia coli is the agent responsible for a range of clinical diseases. With emerging antimicrobial resistance, other treatment options including solar/photo-therapy are becoming increasingly common. Visible Range Radiation Therapy/Colour Therapy is an emerging technique in the field of energy/vibrational medicine that uses visible spectrum of Electromagnetic Radiations to cure different diseases. In this study, our goal was to understand the effect of Visible Range Electromagnetic Radiations on E. coli (in vitro) and therefore find out the most appropriate visible range radiation for the treatment of diseases caused by E. coli.","Samina T Yousuf Azeemi, Saleem Farooq Shaukat, Khawaja Shamsuddin Azeemi, Idrees Khan, Khalid Mahmood, Farah Naz",10.21010/ajtcam.v14i1.4501,"African Journal Of Traditional, Complementary, And Alternative Medicines : Ajtcam"
[Advances In The Research Of Application Of Maggot Therapy In Chronic Wounds],"Maggot therapy is a kind of biological therapy that uses maggot to eat and remove the necrotic tissue of wounds, while it has no adverse effect on living tissue with blood supply. Besides, maggot therapy can promote wound healing through various mechanisms, which has been used for debridement and treatment of wounds as early as hundreds of years ago. With the discovery and application of antibiotics, maggot therapy faded out of the medical field once. However, with the abuse of antibiotics and increasing drug resistance of bacteria in recent years, maggot therapy attracts widespread attention of clinicians again. This article reviews the advances in the application of maggot therapy in chronic wounds.","X Y Han, G Z Lyu",10.3760/cma.j.issn.1009-2587.2019.06.017,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Influences Of Abar Gene On Biofilm Formation Of Acinetobacter Baumannii],"Objective: To detect drug-resistant phenotype and abaR gene of Acinetobacter baumannii (AB) and investigate influences of abaR gene on biofilm formation of AB. Methods: From February to July 2014, 159 strains AB were collected from Department of Clinical Microbiology of Ruijin Hospital of School of Medicine of Shanghai JiaoTong University and numbered starting from 1 according time when they were collected. (1) The above-mentioned 159 strains of AB were identified by detecting gene sequence of 16S ribosomal DNA. According to results of drug sensitivity test, extensively drug-resistant strains and sensitive strains of AB were selected and counted, and their sources were recorded. (2) Extensively drug-resistant strains and sensitive strains of AB were collected to measure biofilm formation (denoted as absorbance value) by methyl thiazolyl tetrazolium method when strains at culture hour 12, 24, 48 and 72. (3) The abaR gene sequence of ATCC 17978 of AB was analyzed through Gene banks of National Center for Biotechnology Information and compared with AqsR gene sequence of LuxR type receptor of Acinetobacter oleivorans DR1. No. 87 and No. 96 AB strains were amplified and sequenced by polymerase chain reaction according to target gene sequence of abaR of ATCC 17978 of AB. The sequencing result was compared with abaR gene sequence of ATCC 17978. (4) No. 87 and No. 96 AB strains were collected and divided into 0.1% dimethyl sulfoxide (DMSO) group, 10 μmol/L N-heptanoyl-L-Homoserine lactone (C7-HSL) group, 10 μmol/L N-(3-Hydroxydodecanoyl)-DL-homoserine lactone (OH-dDHL) group, 1% DMSO group, 100 μmol/L C7-HSL group, and 100 μmol/L OH-dDHL, with 3 wells of each group. AB strains in the above groups were respectively dealt with DMSO of corresponding final volume fraction, C7-HSL and OH-dDHL of corresponding final amount-of-substance concentration. Biofilm formation (denoted as absorbance value) of AB was measured by methyl thiazolyl tetrazolium method at culture hour 12, 24, 48 and 72. Data were processed with analysis of variance of factorial design, one-way analysis of variance, LSD test and Bonferroni correction. Results: (1) There were 18 extensively drug-resistant strains and 5 sensitive strains of AB. Samples of extensively drug-resistant strains were mainly collected from Emergency ICU and Department of Burns and Plastic Surgery of our hospital and were mainly from sputum, blood, and wound exudate. Samples of sensitive strains were collected dispersedly and were mainly from sputum. (2) Absorbance values of extensively drug-resistant strains and sensitive strains of AB at all culture time points were similar (with P values above 0.05). Absorbance value of extensively drug-resistant strains of AB at culture hour 24 was obviously higher than that of these strains at culture hour 12, 48, or 72 (with P values below 0.01). Absorbance value of sensitive strains of AB at culture hour 24 was obviously higher than that of these strains at culture hour 12 (P<0.01). (3) AbaR gene sequence of LuxR type receptor existed in AB. Similarity ratio between abaR gene sequence and LuxR type receptor AqsR gene sequence in Acinetobacter oleivorans DR1 was 87%. Similarity ratios between abaR gene sequence of No. 87 and No. 96 strains and ATCC 17978 of AB were 98% and 99%, respectively. (4) Absorbance values of 0.1% DMSO group of No. 87 strain at all culture time points were similar to those of 1% DMSO group (with P values above 0.05). Absorbance value of 0.1% DMSO group of No. 96 strain at culture hour 12 was obviously lower than that of 1% DMSO group (P<0.01), while that at culture hour 24 was obviously lower than that of 1% DMSO group (P<0.01). Absorbance values of 10 μmol/L C7-HSL group of No. 87 and No. 96 strains at culture hour 24 were obviously lower than those of 0.1% DMSO group (with P values below 0.01). Absorbance values of 100 μmol/L C7-HSL group of No. 87 strain at all culture time points were similar to those of 1% DMSO group, respectively (with P values above 0.05). Absorbance value of 100 μmol/L C7-HSL group of No. 96 strain at culture hour 12 was lower than that of 1% DMSO group (P<0.01). Absorbance values of 10 μmol/L OH-dDHL group of No. 87 and No. 96 strains were similar to those of 0.1% DMSO group (with P values above 0.05). Absorbance values of 100 μmol/L OH-dDHL group of No. 87 strain at all culture time points were similar to those of 1% DMSO group (with P values above 0.05). Absorbance value of 100 μmol/L OH-dDHL group of No. 96 strain at culture hour 12 was obviously higher than that of 1% DMSO group (P<0.01). Absorbance values of 0.1% DMSO group and 1% DMSO group of No. 87 and No. 96 strains at culture hour 24 were obviously higher than those at culture hour 12 and 48 (with P values below 0.01). Conclusions: Extensively drug-resistant strains of AB exist commonly. AbaR gene exists in AB has relation with biofilm formation of AB.","H N Guo, J Xiang",10.3760/cma.j.issn.1009-2587.2017.04.003,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Further Understanding Of Infection Of Carbapenems-Resistant Klebsiella Pneumoniae Among Burn Patients And The Related Strategies For Antimicrobial Treatment],"The prevalence of carbapenems-resistant Klebsiella pneumoniae (CRKP ) in burn wards has become one of the most troublesome issues in current management of bacterial infections. It is necessary for us to reconsider the epidemiology, risk factors and clinical characteristics of CRKP infection as well as therapeutic options. Formulating the principles of antimicrobial therapy of CRKP infection and combined antibiotics therapy and implementing appropriate dosage regimens designed by pharmacokinetic and pharmacodynamic profiles will be of importance. Common antimicrobial agents for the treatment of CRKP infection include polymyxins, tigecycline, fosfomycin, and carbapenems. Infection control measures such as contact isolation, active screening, and environmental surface disinfection must be integrated with antimicrobial stewardship to effectively curb and prevent the spread of CRKP.","J Xiang, J N Huan",10.3760/cma.j.issn.1009-2587.2018.11.014,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Several Issues That Need Attention To Improve The Diagnosis And Treatment Level Of Infectious Wounds],"Wound infection is an inflammatory response of the host to pathogenic microorganisms. It is a complex pathological process that may manifest either as a rapid onset acute wound infection, or as a prolonged chronic wound infection. Infectious wounds refer to acute or chronic wounds where infection has occurred, and their diagnosis and treatment involve many links, any loopholes in any aspect can lead to treatment failure. How to improve the diagnosis and treatment level of infectious wounds? This article proposed and discussed several issues, such as biofilm and drug resistance of bacteria, new materials and new-type dressings, special types of infectious wounds, and the combined application of various treatment techniques that need attention, and intended to attract the attention of peers. At the same time, it advocated for full attention to research results in the relevant fields and continuously emerging new technologies, concepts, materials, and methods, and applying them to the diagnosis and treatment of infectious wounds to benefit the majority of patients.",Y Liu,10.3760/cma.j.cn501225-20231018-00119,Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi
[Plasmids Carried By Carbapenems-Resistant Klebsiella Pneumoniae In Burn Patients And Its Correlation With Strain Transmission],"Objective: To explore the carrier status of carbapenems-resistant Klebsiella pneumoniae (CRKP) plasmids in burn patients and analyze the correlation of these plasmids with the transmission of CRKP. Methods: A retrospective observational study was conducted. A total of 26 CRKP strains, which were isolated from the clinic-related samples of 22 burn patients (with 20 males and 2 females, aged (42±16) years) admitted to the First Affiliated Hospital of Army Medical University (the Third Military Medical University) from January to December 2017, were collected and individually numbered. The plasmids of the strains were extracted by alkali lysis. After determination of the plasmid concentration by a nucleic acid concentration detector, the agarose gel electrophoresis was used to visualize the bands, and rough plasmids typing was performed. The plasmid of the smallest numbered CRKP in each plasmid type was transformed into competent Escherichia coli (E. coli) strain Top10 (hereinafter referred to as TOP10 strain). The growth of each transformed strains and a Top10 strain cultivated in ampicillin containing Luria-Bertani (LB) agar medium overnight was observed, and the proportion of successful transformation was calculated. The plasmids from the smallest numbered plasmid carrying CRKP strain of successfully transformed Top10 strains (hereinafter referred to as the smallest successfully transformed strain) and correspondingly numbered CRKP were extracted, and then, the agarose gel electrophoresis was used to visualize the bands. Aforementioned successfully transformed strains and a TOP10 strain were used for the antimicrobial susceptibility testing with 17 antibiotics commonly used in clinic. The plasmid from the smallest successfully transformed strain was sequenced using the next-generation sequencing technology. Bioinformatics analyses such as protein-coding gene prediction and protein sequence alignment were performed successively. The sequence was subsequently named pKP03-NDM1 according to the carrying of drug resistance gene. According to the whole genome sequence of the plasmid carried by the smallest successfully transformed strain, the polymerase chain reaction, agarose gel electrophoresis, and gene sequencing were used to detect the New Delhi metallo-beta lactamase-1 (blaNDM-1) of plasmids in the remaining 25 strains of CRKP. The ST typing in multilocus sequence typing of 26 strains of CRKP was analyzed based on the literature. Results: Plasmids were successfully extracted from 26 CRKP, with mass concentrations ranging from 19.3 to 189.8 ng/μL. Each of the 26 CRKP carrying plasmids showed at least one band longer than 2 500 bp in the agarose gel electrophoresis, which were roughly divided into 6 patterns of A, B, C, D, E, and F. After overnight cultivation, no growth of strains was observed in LB agar medium containing ampicillin inoculated with the TOP10 strain or TOP10 strains transformed by the plasmid of CRKP patterning A, B, D, or E. In contrast, TOP10 strains transformed by the pattern C plasmid from NO.3 CRKP and the pattern F plasmid from NO.15 CRKP resulted in numerous colony growths, and those transformed strains were named as TOP10-pKP03 and TOP10-pKP15, respectively. The proportion of successful transformation was 1/3. The plasmid carried by TOP10-pKP03 showed a single band in the agarose gel electrophoresis, which was the same size as the largest band of the plasmid from NO.3 CRKP. The TOP10 strain was sensitive to the 17 antibiotics commonly used in clinic. TOP10-pKP03 and TOP10-pKP15 were resistant to penicillins, cephalosporins, and carbapenems but remained sensitive to monocyclic β-lactam, aminoglycosides, quinolones and tigecycline. The full length of the plasmid carried by TOP10-pKP03 was 41 190 bp. In addition to blaNDM-1, this plasmid carried bleMBL, T4SS, bleomycin resistance gene, conjugation transfer elements, and relaxase, etc. The plasmid showed 99% nucleotide identity similarity and the same length to the plasmid pJN24NDM1 extracted from an E. coli isolate JN24. Totally 16 (61.5%) CRKP were confirmed to carrying blaNDM-1 gene, among the ST typing of the 16 strains, 11 strains were ST11, while ST215, ST260, ST395, ST2230, and new ST had 1 strain each. Among the ST typing of 10 blaNDM-1-negative CRKP, 8 strains were ST11, while ST395 and ST2230 had 1 strain each. Conclusions: A blaNDM-1 gene carrying plasmid pKP03-NDM1 was extracted and sequenced from CRKP isolated from burn patients, with a high plasmid carrying rate. Meanwhile, this plasmid may mediate inter-CRKP and CRKP-E. coli horizontal transfer of blaNDM-1, leading to transmission of antimicrobial resistance.","S Y Huang, Y L Gong, D P Zhou, L L Jiang, L J Xiang, Z H Chen, D L Wang, G T Huang",10.3760/cma.j.cn501120-20210930-00343,Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi
[Epidemiological Investigation And Analysis Of Etiological Characteristics Of Infection On 3 067 Hospitalized Pediatric Patients With Burns],"Objective: To investigate the epidemiological characteristics and etiological distribution of infection on 3 067 hospitalized pediatric patients with burns, and explore the prevention and treatment strategy of pediatric burns. Methods: A cross-sectional survey was conducted. An analysis was performed on the data of 3 067 hospitalized pediatric patients with burns who met the inclusion criteria and were admitted to the First Affiliated Hospital of Army Medical University (the Third Military Medical University) from January 2012 to December 2020, including gender, age, causative factors, locations and severities of burns, seasons of accidents, and the type, source of tissue or body fluid, and drug resistance of pathogenic bacteria. API bacterial identification batten and automatic microbial identification system were applied for pathogen identification. Drug sensitivities of top 3 consistent ratio pathogen identifed were tested with minimum inhibitory concentration and disk diffusion method. WHONET 5.6 software was applied to analyze the data. Results: There were 3 067 hospitalized pediatric patients with burns, including 1 768 boys and 1 299 girls. The majority of pediatric burn patients were >1 and ≤4 years, accounting for 72.9% (2 236/3 067), and the minority of pediatric burn patients were >8 and ≤12 years, accounting for 4.9% (150/3 067). Moderate burns and severe burns of pediatric burn patients accounted for the majority parts, and the proportions of the two were close. The top cause of pediatric burns was scald, accounting for 81.6% (2504/3 067). Extremities were the most common burn sites in that of entire 3 254. The most pediatric burns occurred in winter, accounting for 29.4% (903/3 067). A total of 1 018 strains of pathogenic bacteria were collected from pediatric burn patients, all of which were non-repeated isolates. The pathogens with top five consistent ratio were Staphylococcus aureus, Pseudomonas aeruginosa, Acinetobacter baumannii, Enterobacter cloacae, and Escherichia coli, among which Staphylococcus aureus ranked the first every year. The pathogens were mainly isolated from the wound exudate, accounting for 81.34% (828/1 018). Staphylococcus aureus from 2012 to 2020 showed no resistance to vancomycin, linezolid or teicoplanin while Staphylococcus aureus isolated in 2019 was 100% resistant to macrolides, penicillin, aminoglycosides, and quinolones. Pseudomonas aeruginosa was not resistant to polymyxin B. Acinetobacter baumannii showed a high rate of drug resistance to most antibiotics. Conclusions: Among the pediatric burn patients admitted to the First Affiliated Hospital of Army Medical University (the Third Military Medical University) from 2012 to 2020, the majority are male children aged >1 and ≤4 years with moderate burns. Scalds are the leading cause; and extremities are the common burn sites; and the most pediatric burns occurre in winter. Staphylococcus aureus from wound exudate is the primary pathogen of burn wound infections in pediatric patients.","C Zhang, Y Peng, X Q Luo, Q M Li, Z C Yang, Y Chen, Y Z Peng, Y X Zhang, Y L Gong",10.3760/cma.j.cn501120-20210201-00044,Zhonghua Shao Shang Za Zhi = Zhonghua Shaoshang Zazhi = Chinese Journal Of Burns
[Expert Consensus On The Treatment Of Oral And Maxillofacial Space Infections],"Oral and maxillofacial space infections (OMSI) are common diseases of the facial region involving fascial spaces. Recently, OMSI shows trends of multi drug-resistance, severe symptoms, and increased mortality. OMSI treatment principles need to be updated to improve the cure rate. Based on the clinical experiences of Chinese experts and with the incorporation of international counterparts' expertise, the principles of preoperative checklist, interpretation of examination results, empirical medication principles, surgical treatment principles, postoperative drainage principles, prevention strategies of wisdom teeth pericoronitis-related OMSI, blood glucose management, physiotherapy principles, Ludwig's angina treatment and perioperative care were systematically summarized and an expert consensus on the diagnosis and treatment of OMSI was reached. The consensus aims to provide criteria for the diagnosis and treatment of OMSI in China so as to improve the level of OMSI treatment.","Y P Li, B Shi, J R Zhang, Y P Liu, G F Shen, C B Guo, C Yang, Z B Li, Z G Zhang, H M Wang, L Lu, K J Hu, P Ji, B Xu, W Zhang, J M Liu, Z C Gong, Z P Ren, L Tian, H Yuan, H Zhang, J Ma, L Kong",10.3760/cma.j.cn112144-20200323-00169,Zhonghua Kou Qiang Yi Xue Za Zhi = Zhonghua Kouqiang Yixue Zazhi = Chinese Journal Of Stomatology
[A Single Center Study On Antimicrobial Use And Bacterial Resistance In Burn Ward],"Objective: To investigate the effect of antibiotics on bacterial resistance through analyzing the use of common antibiotics and the bacterial prevalence in single-center burn ward. Methods: The epidemiological data of pathogenic bacteria and the use of common antibiotics in burn ward of Ruijin Hospital Affiliated to Shanghai Jiaotong University Medical College was investigated in the past 9 years. Bacteria samples were collected from the wounds, catheters, blood, feces, urine and sputum of inpatients in the unit from January 2010 to December 2018. The antibiotics use density was calculated by defined daily doses (DDDs)/(1 000 patient-days). Results: (1) In the proportion of bacteria detected, Staphylococcus aureus was the first and sensitive to glycopeptide antibiotics. Klebsiella pneumonia (19.8%), Pseudomonas aeruginosa (11.9%) and Acinetobacter baumannii (11.5%) were the top three Gram-negative bacteria in 2018; the proportion of Klebsiella pneumoniae was significantly increased (R(2)=0.861, P<0.001). (2) The Pseudomonas aeruginosa resistance rate to ceftazidime (R(2)=0.447, P=0.049) and ciprofloxacin (R(2)=0.663, P=0.008) increased significantly. The Klebsiella pneumoniae resistance rate to piperacillin (R(2)=0.999, P=0.018), meropenem (R(2)=0.999, P=0.023), ciprofloxacin (R(2)=1.000, P=0.010) increased significantly. There was no significant trend in the Acinetobacter baumannii resistance rate. (3) The use density of meropenem increased significantly (R(2)=0.492, P=0.035), and that of ciprofloxacin decreased significantly (R(2)=0.572, P=0.018). (4) Carbapenems use density was positively correlated with resistance rate of Klebsiella pneumoniae to cefoperazone sulbactam (r=0.733, P=0.025), piperacillin tazobactam (r=0.684, P=0.042), cefuroxime (r=0.821, P=0.023), ceftazidime (r=0.741, P=0.022), imipenem (r=0.718, P=0.029), meropenem (r=0.690, P=0.040), amikacin (r=0.750, P=0.020). (5) Ciprofloxacin use density was negatively correlated with the Pseudomonas aeruginosa resistance rate to ceftazidime (r=-0.751, P=0.020), Ciprofloxacin (r=-0.873, P=0.002) and with the Klebsiella pneumoniae resistance rate to cefuroxime (r=-0.767, P=0.044), ceftazidime (r=-0.712, P=0.031), imipenem (r=-0.780, P=0.013), meropenem (r=-0.793, P=0.011), ciprofloxacin (r=-0.871, P=0.002), Sulfamethoxazole/trimethoprim (r=-0.793, P=0.011). Conclusion: Carbapenems can induce Klebsiella pneumoniae to be multiple drug resistance; through the relationship between ciprofloxacin use intensity and drug resistance, the strategy of only restricting a certain antimicrobial agent may not restore the bacterial sensitivity.","Y Dou, Q Zhang",10.3760/cma.j.cn112137-20191207-02673,Zhonghua Yi Xue Za Zhi
